Tag_Tuple,Tag1_Count,Tag2_Count,P(Tag1),P(Tag2),P(Tag1 AND Tag2),P(Tag1 OR Tag2)
"('Leveled Lists', 'SKSE (Skyrim Script Extender)')",516,1199,0.003657,0.008498,0.000361,0.012155
"('Official', 'Russian')",244,581,0.001729,0.004118,0.000198,0.005847
"('Environment - Other', 'Translation')",1225,2103,0.008682,0.014905,0.000227,0.023587
"('Items - Ingredients', 'NPC Vendors')",748,973,0.005301,0.006896,0.001141,0.012197
"('Face models', 'Hair')",771,398,0.005464,0.002821,0.001325,0.008285
"('ENB Preset', 'Armor - Shields')",76,1628,0.000539,0.011538,7e-06,0.012077
"('New textures', 'Lore-Friendly')",4507,8619,0.031943,0.061087,0.012849,0.09303
"('Audio - Music', 'Environment - Water')",429,301,0.003041,0.002133,0.000206,0.005174
"('Faction: College of Winterhold', 'Audio - Voices')",221,494,0.001566,0.003501,0.000142,0.005068
"('Audio - Sound FX', 'NPCs')",587,3220,0.00416,0.022822,0.000858,0.026982
"('Creatures', 'User Interface')",1103,594,0.007817,0.00421,9.9e-05,0.012027
"('Anime', 'Books')",715,1045,0.005068,0.007406,0.00012,0.012474
"('Clothing - Male', 'Creatures - Rideable')",1051,275,0.007449,0.001949,0.000291,0.009398
"('Leveled Lists', 'Italian')",516,723,0.003657,0.005124,0.00012,0.008781
"('Chargen', 'Lighting')",565,760,0.004004,0.005386,0.000128,0.009391
"('French', 'Magic - Potions')",748,576,0.005301,0.004082,0.000206,0.009384
"('Faction: College of Winterhold', 'For female characters')",221,4508,0.001566,0.03195,0.000347,0.033516
"('Unrealistic', 'Locations - Buildings')",1027,1693,0.007279,0.011999,0.000291,0.019278
"('Italian', 'Polish')",723,544,0.005124,0.003856,0.0018,0.00898
"('Locations - World Map', 'Magic - Potions')",1159,576,0.008214,0.004082,0.000822,0.012297
"('Faction: College of Winterhold', 'Hair')",221,398,0.001566,0.002821,9.2e-05,0.004387
"('English', 'Other languages')",12126,619,0.085942,0.004387,0.002176,0.090329
"('Companion Friendly', 'Audio - Voices')",3345,494,0.023707,0.003501,0.001099,0.027209
"('Lighting', 'Utilities for Players')",760,947,0.005386,0.006712,0.000468,0.012098
"('Scripted Events', 'Czech')",755,195,0.005351,0.001382,7.8e-05,0.006733
"('Environment - Water', 'Items - Furniture')",301,706,0.002133,0.005004,0.00034,0.007137
"('Creatures - Rideable', 'SKSE (Skyrim Script Extender)')",275,1199,0.001949,0.008498,0.000206,0.010447
"('Related to horses', 'Locations - Caverns')",379,441,0.002686,0.003126,0.00022,0.005812
"('Clothing', 'Items - Leveled')",1782,494,0.01263,0.003501,0.001049,0.016131
"('Not Lore-Friendly', 'Clothing - Female')",2051,1431,0.014536,0.010142,0.001531,0.024678
"('Creatures', 'NPCs')",1103,3220,0.007817,0.022822,0.003118,0.030639
"('Animation - Modified', 'Lighting')",364,760,0.00258,0.005386,0.000206,0.007966
"('Animation - Modified', 'Dragonborn')",364,1519,0.00258,0.010766,0.000149,0.013346
"('Compilation', 'Russian')",406,581,0.002877,0.004118,0.000128,0.006995
"('Chargen', 'Faction: Companions')",565,281,0.004004,0.001992,0.000156,0.005996
"('Faction: Thieves Guild', 'Hair')",251,398,0.001779,0.002821,6.4e-05,0.0046
"('Environment - Other', 'Environment - Weather')",1225,342,0.008682,0.002424,0.001552,0.011106
"('New textures', 'Locations - World Map')",4507,1159,0.031943,0.008214,0.001467,0.040157
"('Face models', 'Tutorials for Players')",771,204,0.005464,0.001446,8.5e-05,0.00691
"('Compilation', 'Tutorials for Players')",406,204,0.002877,0.001446,0.000177,0.004323
"('NPC Trainers', 'Tutorials for Modders')",264,221,0.001871,0.001566,2.8e-05,0.003437
"('For female characters', 'Sexy/Skimpy')",4508,1268,0.03195,0.008987,0.00506,0.040937
"('Unbalanced', 'English')",934,12126,0.00662,0.085942,0.003856,0.092562
"('Classes component', 'Dragonborn')",169,1519,0.001198,0.010766,0.000206,0.011964
"('Locations - Caverns', 'Dawnguard')",441,1800,0.003126,0.012757,0.000461,0.015883
"('Fair and balanced', 'Classes component')",7082,169,0.050193,0.001198,0.000822,0.051391
"('Armor - Shields', 'Magic - Enchantments')",1628,1012,0.011538,0.007172,0.001247,0.018711
"('Birthsigns', 'User Interface')",59,594,0.000418,0.00421,6.4e-05,0.004628
"('Leveled Lists', 'Tutorials for Modders')",516,221,0.003657,0.001566,5.7e-05,0.005223
"('Environment - Sky', 'Races - Modified')",435,595,0.003083,0.004217,0.000142,0.0073
"('Faction: Companions', 'Environment - Sky')",281,435,0.001992,0.003083,5.7e-05,0.005075
"('Environment - Sky', ""Modder's Resource"")",435,1367,0.003083,0.009689,0.000269,0.012772
"('Unrealistic', 'English')",1027,12126,0.007279,0.085942,0.003466,0.093221
"('Items - Apparatus', 'Locations - World Map')",449,1159,0.003182,0.008214,0.000744,0.011397
"('Unrealistic', 'Items - Ingredients')",1027,748,0.007279,0.005301,0.000142,0.01258
"('Faction: Companions', 'Scripted Events')",281,755,0.001992,0.005351,0.000163,0.007343
"('Hair', 'Magic - Spells')",398,2019,0.002821,0.01431,0.000269,0.01713
"('Cheating', 'Creatures - Rideable')",997,275,0.007066,0.001949,9.2e-05,0.009015
"('Performance Optimization', 'Magic - Potions')",604,576,0.004281,0.004082,0.000163,0.008363
"('Japanese', 'Locations - Caverns')",417,441,0.002955,0.003126,0.000106,0.006081
"('New textures', 'Unrealistic')",4507,1027,0.031943,0.007279,0.001262,0.039222
"('For male characters', 'Poses')",3578,122,0.025359,0.000865,0.000227,0.026223
"('For female characters', 'Magic - Enchantments')",4508,1012,0.03195,0.007172,0.001184,0.039123
"('Performance Optimization', 'Environment - Sky')",604,435,0.004281,0.003083,0.000567,0.007364
"('For female characters', 'New models')",4508,2261,0.03195,0.016025,0.004146,0.047975
"('Hair', 'Races - Modified')",398,595,0.002821,0.004217,0.000432,0.007038
"('Nudity', 'Items - Leveled')",336,494,0.002381,0.003501,4.3e-05,0.005883
"('Armor - Shields', 'Locations - Dungeons')",1628,764,0.011538,0.005415,0.000879,0.016953
"('Body models', 'Video')",503,253,0.003565,0.001793,0.000227,0.005358
"('Environment - Other', 'Items - Leveled')",1225,494,0.008682,0.003501,0.000369,0.012183
"('Classes component', 'Items - Apparatus')",169,449,0.001198,0.003182,0.000156,0.00438
"('Hair', 'Czech')",398,195,0.002821,0.001382,2.1e-05,0.004203
"('Birthsigns', 'Utilities for Modders')",59,478,0.000418,0.003388,5e-05,0.003806
"('Poses', 'Anime')",122,715,0.000865,0.005068,0.00012,0.005932
"('Leveled Lists', 'Hearthfire')",516,967,0.003657,0.006854,0.000269,0.010511
"('Spanish', 'Clothing - Female')",806,1431,0.005712,0.010142,0.000234,0.015855
"('Creatures', 'Tutorials for Players')",1103,204,0.007817,0.001446,7.8e-05,0.009263
"('Classes component', 'Dawnguard')",169,1800,0.001198,0.012757,0.000206,0.013955
"('New Lands', 'NPC Vendors')",460,973,0.00326,0.006896,0.0009,0.010156
"('Classes component', 'Creatures - Rideable')",169,275,0.001198,0.001949,0.000142,0.003147
"('French', 'Items - Clutter')",748,1230,0.005301,0.008718,0.000283,0.014019
"('Translation', 'Items - Furniture')",2103,706,0.014905,0.005004,0.000135,0.019909
"('Not Lore-Friendly', 'Italian')",2051,723,0.014536,0.005124,8.5e-05,0.019661
"('Official', 'Environment - Sky')",244,435,0.001729,0.003083,0.00022,0.004812
"('Faction: College of Winterhold', 'Plants / Foliage')",221,452,0.001566,0.003204,9.2e-05,0.00477
"('Related to horses', 'Items - Apparatus')",379,449,0.002686,0.003182,0.000234,0.005868
"('Hair', 'French')",398,748,0.002821,0.005301,0.000113,0.008122
"('Clothing', 'Tutorials for Modders')",1782,221,0.01263,0.001566,6.4e-05,0.014196
"('Body models', 'Magic - Spells')",503,2019,0.003565,0.01431,0.000369,0.017874
"('New models', 'Scripted Events')",2261,755,0.016025,0.005351,0.001049,0.021376
"('Faction: College of Winterhold', 'Utilities for Players')",221,947,0.001566,0.006712,2.1e-05,0.008278
"('German', 'Hearthfire')",1083,967,0.007676,0.006854,0.000248,0.014529
"('Creatures', 'Utilities for Players')",1103,947,0.007817,0.006712,0.000248,0.014529
"('Chargen', 'Faction: College of Winterhold')",565,221,0.004004,0.001566,9.9e-05,0.005571
"('Saved games', 'Items - Apparatus')",974,449,0.006903,0.003182,9.2e-05,0.010085
"('Fair and balanced', 'Tutorials for Modders')",7082,221,0.050193,0.001566,0.000276,0.051759
"('Environment - Weather', 'Hair')",342,398,0.002424,0.002821,0.000106,0.005245
"('Nudity', 'Tutorials for Modders')",336,221,0.002381,0.001566,2.1e-05,0.003948
"('Races - Modified', 'Items - Apparatus')",595,449,0.004217,0.003182,0.000149,0.007399
"('Quests', 'Saved games')",843,974,0.005975,0.006903,0.000156,0.012878
"('Guilds / Factions', 'Sexy/Skimpy')",572,1268,0.004054,0.008987,0.000135,0.013041
"('Environment - Weather', 'Guilds / Factions')",342,572,0.002424,0.004054,0.00017,0.006478
"('Unbalanced', 'Animation - New')",934,269,0.00662,0.001907,7.8e-05,0.008526
"('Nudity', 'User Interface')",336,594,0.002381,0.00421,2.8e-05,0.006591
"('Animation - New', 'Quests')",269,843,0.001907,0.005975,0.000213,0.007881
"('For male characters', 'Races - Modified')",3578,595,0.025359,0.004217,0.000723,0.029576
"('Environment - Water', 'Not Safe For Work')",301,284,0.002133,0.002013,1.4e-05,0.004146
"('Scripted Events', 'Locations - Caverns')",755,441,0.005351,0.003126,0.000673,0.008477
"('Audio - Sound FX', 'SKSE (Skyrim Script Extender)')",587,1199,0.00416,0.008498,0.000326,0.012658
"('Cheating', 'Italian')",997,723,0.007066,0.005124,0.000149,0.01219
"('Books', 'NPC Vendors')",1045,973,0.007406,0.006896,0.001651,0.014302
"('For female characters', 'Clothing - Female')",4508,1431,0.03195,0.010142,0.006691,0.042092
"('Related to vampires', 'Audio - Music')",680,429,0.004819,0.003041,0.000163,0.00786
"('NPC Vendors', 'Utilities for Modders')",973,478,0.006896,0.003388,0.000113,0.010284
"(""Modder's Resource"", 'User Interface')",1367,594,0.009689,0.00421,0.000376,0.013898
"('For female characters', 'User Interface')",4508,594,0.03195,0.00421,0.00022,0.03616
"('Environment - Water', 'NPC Trainers')",301,264,0.002133,0.001871,0.000135,0.004004
"('Official', 'Clothing')",244,1782,0.001729,0.01263,0.000269,0.014359
"('Other languages', 'Tutorials for Modders')",619,221,0.004387,0.001566,6.4e-05,0.005953
"('Solstheim', 'Other languages')",256,619,0.001814,0.004387,6.4e-05,0.006201
"('Compilation', 'Books')",406,1045,0.002877,0.007406,0.000305,0.010284
"('Sexy/Skimpy', 'Utilities for Players')",1268,947,0.008987,0.006712,0.000113,0.015699
"('Unbalanced', 'Birthsigns')",934,59,0.00662,0.000418,5e-05,0.007038
"('Body models', 'Dawnguard')",503,1800,0.003565,0.012757,0.000248,0.016322
"('NPC Vendors', 'User Interface')",973,594,0.006896,0.00421,0.000149,0.011106
"('Solstheim', 'French')",256,748,0.001814,0.005301,7.8e-05,0.007116
"('Quests', 'Items - Furniture')",843,706,0.005975,0.005004,0.00056,0.010978
"('Races - New', 'Plants / Foliage')",438,452,0.003104,0.003204,0.000149,0.006308
"('Companion Friendly', 'German')",3345,1083,0.023707,0.007676,0.00112,0.031383
"('Animation - Modified', 'Audio - Music')",364,429,0.00258,0.003041,0.000241,0.00562
"('Unbalanced', 'Locations - Buildings')",934,1693,0.00662,0.011999,0.000241,0.018619
"('Faction: Thieves Guild', 'Locations - Buildings')",251,1693,0.001779,0.011999,0.000234,0.013778
"('Compilation', 'Utilities for Modders')",406,478,0.002877,0.003388,0.000128,0.006265
"('User Interface', 'Utilities for Modders')",594,478,0.00421,0.003388,0.000454,0.007598
"('Leveled Lists', 'New Lands')",516,460,0.003657,0.00326,0.000262,0.006917
"('Items - Ingredients', 'Locations - World Map')",748,1159,0.005301,0.008214,0.001141,0.013516
"('Audio - Music', 'Items - Clutter')",429,1230,0.003041,0.008718,0.000411,0.011758
"('Chargen', 'Weapons')",565,3646,0.004004,0.025841,0.000347,0.029845
"('Faction: Companions', 'Related to horses')",281,379,0.001992,0.002686,0.000142,0.004678
"('Czech', 'Locations - Player-Owned')",195,1952,0.001382,0.013835,0.000142,0.015217
"('Races - New', 'Utilities for Players')",438,947,0.003104,0.006712,0.000106,0.009816
"('Animation - New', 'Video')",269,253,0.001907,0.001793,0.000177,0.0037
"('Birthsigns', 'Humor, Joke or Just for Fun')",59,1282,0.000418,0.009086,7.1e-05,0.009504
"('Clothing - Male', 'Dawnguard')",1051,1800,0.007449,0.012757,0.000744,0.020206
"('Unrealistic', 'Utilities for Modders')",1027,478,0.007279,0.003388,9.9e-05,0.010667
"('Audio - Voices', 'Lighting')",494,760,0.003501,0.005386,0.000276,0.008888
"('Companion Friendly', 'Translation')",3345,2103,0.023707,0.014905,0.000517,0.038612
"('Magic - Potions', 'Dragonborn')",576,1519,0.004082,0.010766,0.000652,0.014848
"('Companion Friendly', 'Creatures - Rideable')",3345,275,0.023707,0.001949,0.000503,0.025656
"('Related to Movies/TV/Other Games', 'Anime')",1019,715,0.007222,0.005068,0.001035,0.01229
"('Books', 'SKSE (Skyrim Script Extender)')",1045,1199,0.007406,0.008498,0.000461,0.015904
"('Face models', 'Japanese')",771,417,0.005464,0.002955,0.000135,0.00842
"('Items - Leveled', 'User Interface')",494,594,0.003501,0.00421,0.00012,0.007711
"('Related to vampires', 'Items - Furniture')",680,706,0.004819,0.005004,0.000241,0.009823
"('Hair', 'Books')",398,1045,0.002821,0.007406,0.000156,0.010227
"('Related to horses', 'Classes component')",379,169,0.002686,0.001198,0.000156,0.003884
"('Not Lore-Friendly', 'Items - Furniture')",2051,706,0.014536,0.005004,0.000269,0.01954
"('Faction: Thieves Guild', 'Performance Optimization')",251,604,0.001779,0.004281,9.9e-05,0.00606
"('Audio - Sound FX', 'Anime')",587,715,0.00416,0.005068,0.000234,0.009228
"('Japanese', 'Dragonborn')",417,1519,0.002955,0.010766,0.000135,0.013721
"('Related to vampires', 'NPC Vendors')",680,973,0.004819,0.006896,0.000503,0.011716
"('Hair', 'Magic - Enchantments')",398,1012,0.002821,0.007172,0.000163,0.009993
"('Official', 'Not Lore-Friendly')",244,2051,0.001729,0.014536,0.00022,0.016266
"('Audio - Voices', 'Tutorials for Players')",494,204,0.003501,0.001446,7.1e-05,0.004947
"('Humor, Joke or Just for Fun', 'Creatures')",1282,1103,0.009086,0.007817,0.000872,0.016904
"('Related to horses', 'Items - Ingredients')",379,748,0.002686,0.005301,0.000241,0.007988
"('NPC Vendors', 'Tutorials for Modders')",973,221,0.006896,0.001566,9.2e-05,0.008462
"('Related to MLP', 'Quests')",4,843,2.8e-05,0.005975,7e-06,0.006003
"('For female characters', 'Humor, Joke or Just for Fun')",4508,1282,0.03195,0.009086,0.001276,0.041036
"('Faction: Thieves Guild', ""Modder's Resource"")",251,1367,0.001779,0.009689,4.3e-05,0.011467
"('Locations - Caverns', 'NPCs')",441,3220,0.003126,0.022822,0.001361,0.025947
"('Clothing - Female', 'Items - Leveled')",1431,494,0.010142,0.003501,0.000794,0.013643
"('Items - Apparatus', 'User Interface')",449,594,0.003182,0.00421,0.00017,0.007392
"('Audio - Music', 'German')",429,1083,0.003041,0.007676,0.000255,0.010716
"('Clothing - Male', 'Locations - Player-Owned')",1051,1952,0.007449,0.013835,0.000631,0.021284
"('ENB Preset', 'Locations - Dungeons')",76,764,0.000539,0.005415,7e-06,0.005953
"('Related to Movies/TV/Other Games', 'Races - New')",1019,438,0.007222,0.003104,0.000454,0.010326
"('Gameplay Effects/Changes', 'Solstheim')",3718,256,0.026351,0.001814,0.000439,0.028165
"('Face models', 'Books')",771,1045,0.005464,0.007406,0.000255,0.012871
"('German', 'Books')",1083,1045,0.007676,0.007406,0.000418,0.015082
"('Creatures', 'Plants / Foliage')",1103,452,0.007817,0.003204,0.000524,0.011021
"('French', 'NPC Vendors')",748,973,0.005301,0.006896,0.000347,0.012197
"('Solstheim', 'Hair')",256,398,0.001814,0.002821,7.1e-05,0.004635
"('New models', 'Czech')",2261,195,0.016025,0.001382,0.000156,0.017407
"('Audio - Music', 'Audio - Voices')",429,494,0.003041,0.003501,0.000659,0.006542
"('Related to vampires', 'Lighting')",680,760,0.004819,0.005386,0.000191,0.010206
"('Performance Optimization', 'Locations - Dungeons')",604,764,0.004281,0.005415,0.000262,0.009696
"('Lore-Friendly', 'Magic - Enchantments')",8619,1012,0.061087,0.007172,0.002984,0.068259
"('Video', 'Magic - Spells')",253,2019,0.001793,0.01431,0.00034,0.016103
"('English', 'Japanese')",12126,417,0.085942,0.002955,0.002374,0.088898
"('Gameplay Effects/Changes', 'Items - Apparatus')",3718,449,0.026351,0.003182,0.000886,0.029533
"('Environment - Other', 'Nudity')",1225,336,0.008682,0.002381,5.7e-05,0.011063
"('Audio - Sound FX', 'German')",587,1083,0.00416,0.007676,0.000213,0.011836
"('Animation - Modified', 'Creatures')",364,1103,0.00258,0.007817,0.000255,0.010397
"('Sexy/Skimpy', 'French')",1268,748,0.008987,0.005301,0.000149,0.014288
"('Faction: College of Winterhold', 'German')",221,1083,0.001566,0.007676,6.4e-05,0.009242
"('Locations - Buildings', 'NPC Vendors')",1693,973,0.011999,0.006896,0.002785,0.018895
"('Unbalanced', 'Audio - Music')",934,429,0.00662,0.003041,7.8e-05,0.00966
"('Compilation', 'Birthsigns')",406,59,0.002877,0.000418,0.000106,0.003296
"('Anime', 'Nudity')",715,336,0.005068,0.002381,0.000276,0.007449
"('Environment - Sky', 'Non-Playable Resource')",435,301,0.003083,0.002133,6.4e-05,0.005216
"('Other languages', 'Clothing - Male')",619,1051,0.004387,0.007449,0.000113,0.011836
"('New models', 'Clothing - Female')",2261,1431,0.016025,0.010142,0.002325,0.026167
"('Audio - Sound FX', 'Magic - Spells')",587,2019,0.00416,0.01431,0.000702,0.01847
"('Fair and balanced', 'Dawnguard')",7082,1800,0.050193,0.012757,0.004756,0.06295
"('Faction: Dark Brotherhood', 'Magic - Potions')",233,576,0.001651,0.004082,9.2e-05,0.005734
"('Gameplay Effects/Changes', 'NPCs')",3718,3220,0.026351,0.022822,0.003423,0.049173
"('Related to vampires', 'Clothing')",680,1782,0.004819,0.01263,0.000617,0.017449
"('Animation - New', 'Items - Apparatus')",269,449,0.001907,0.003182,0.000149,0.005089
"('Not Safe For Work', 'English')",284,12126,0.002013,0.085942,0.000843,0.087955
"('Guilds / Factions', 'Locations - Player-Owned')",572,1952,0.004054,0.013835,0.000936,0.017889
"('Solstheim', 'Locations - Player-Owned')",256,1952,0.001814,0.013835,0.000319,0.015649
"('Companions', 'Spanish')",2791,806,0.019781,0.005712,0.000432,0.025493
"('Body models', 'Weapons')",503,3646,0.003565,0.025841,0.00039,0.029406
"('English', 'NPCs')",12126,3220,0.085942,0.022822,0.01533,0.108764
"('New models', 'Clothing - Male')",2261,1051,0.016025,0.007449,0.001644,0.023474
"('Related to MLP', 'Not Lore-Friendly')",4,2051,2.8e-05,0.014536,7e-06,0.014565
"('For male characters', 'Audio - Sound FX')",3578,587,0.025359,0.00416,0.000439,0.029519
"('Guilds / Factions', 'Items - Leveled')",572,494,0.004054,0.003501,0.000539,0.007555
"('SKSE (Skyrim Script Extender)', 'Tutorials for Players')",1199,204,0.008498,0.001446,0.00012,0.009944
"('Faction: College of Winterhold', 'Face models')",221,771,0.001566,0.005464,7.1e-05,0.007031
"('Leveled Lists', 'Items - Ingredients')",516,748,0.003657,0.005301,0.000687,0.008959
"('Faction: Companions', 'NPC Vendors')",281,973,0.001992,0.006896,0.000198,0.008888
"('Leveled Lists', 'Polish')",516,544,0.003657,0.003856,0.000184,0.007513
"('Birthsigns', 'Quests')",59,843,0.000418,0.005975,0.000128,0.006393
"('Related to horses', 'Books')",379,1045,0.002686,0.007406,0.000255,0.010092
"('Hair', 'Weapons')",398,3646,0.002821,0.025841,0.000262,0.028662
"('Body models', 'New Lands')",503,460,0.003565,0.00326,0.000177,0.006825
"('Gameplay Effects/Changes', 'Races - Modified')",3718,595,0.026351,0.004217,0.001304,0.030568
"('Unbalanced', 'Translation')",934,2103,0.00662,0.014905,8.5e-05,0.021525
"('Audio - Voices', 'Items - Clutter')",494,1230,0.003501,0.008718,0.000425,0.012219
"('Nudity', 'Magic - Spells')",336,2019,0.002381,0.01431,6.4e-05,0.016691
"('Japanese', 'Utilities for Players')",417,947,0.002955,0.006712,0.000255,0.009667
"('SKSE (Skyrim Script Extender)', ""Modder's Resource"")",1199,1367,0.008498,0.009689,0.000652,0.018186
"('Animation - Modified', 'Other languages')",364,619,0.00258,0.004387,0.000156,0.006967
"('Environment - Weather', 'Leveled Lists')",342,516,0.002424,0.003657,0.000128,0.006081
"('Official', 'French')",244,748,0.001729,0.005301,0.00022,0.007031
"('Guilds / Factions', 'Hair')",572,398,0.004054,0.002821,0.000213,0.006875
"('Companions', 'Not Lore-Friendly')",2791,2051,0.019781,0.014536,0.001977,0.034317
"('Races - Modified', 'Tutorials for Modders')",595,221,0.004217,0.001566,6.4e-05,0.005783
"('Races - New', 'Czech')",438,195,0.003104,0.001382,2.1e-05,0.004486
"('Unbalanced', 'Saved games')",934,974,0.00662,0.006903,0.000135,0.013523
"('Unbalanced', 'Scripted Events')",934,755,0.00662,0.005351,0.000262,0.011971
"('Video', 'Anime')",253,715,0.001793,0.005068,8.5e-05,0.006861
"('Related to Movies/TV/Other Games', 'New textures')",1019,4507,0.007222,0.031943,0.002339,0.039165
"('Armor - Shields', 'Items - Ingredients')",1628,748,0.011538,0.005301,0.001042,0.01684
"('Chargen', 'Russian')",565,581,0.004004,0.004118,0.00017,0.008122
"('Nudity', 'Translation')",336,2103,0.002381,0.014905,6.4e-05,0.017286
"('Audio - Voices', 'Environment - Water')",494,301,0.003501,0.002133,0.000198,0.005635
"('New models', 'Tutorials for Players')",2261,204,0.016025,0.001446,7.8e-05,0.01747
"('French', 'Plants / Foliage')",748,452,0.005301,0.003204,0.00017,0.008505
"('Lighting', 'Tutorials for Modders')",760,221,0.005386,0.001566,8.5e-05,0.006953
"('Locations - Buildings', 'Weapons')",1693,3646,0.011999,0.025841,0.001722,0.03784
"('Audio - Sound FX', 'New Lands')",587,460,0.00416,0.00326,0.000326,0.007421
"('Spanish', 'Utilities for Players')",806,947,0.005712,0.006712,0.000333,0.012424
"('Solstheim', 'Nudity')",256,336,0.001814,0.002381,1.4e-05,0.004196
"('Creatures', 'Dragonborn')",1103,1519,0.007817,0.010766,0.000801,0.018583
"('Italian', 'Utilities for Players')",723,947,0.005124,0.006712,0.00034,0.011836
"('Hair', 'Items - Ingredients')",398,748,0.002821,0.005301,0.000135,0.008122
"('Replacer', 'Items - Ingredients')",3268,748,0.023162,0.005301,0.000517,0.028463
"('Classes component', 'German')",169,1083,0.001198,0.007676,9.9e-05,0.008873
"('Polish', 'Dragonborn')",544,1519,0.003856,0.010766,0.000149,0.014621
"('Faction: Companions', 'Polish')",281,544,0.001992,0.003856,7.1e-05,0.005847
"('Related to Movies/TV/Other Games', 'Japanese')",1019,417,0.007222,0.002955,0.00012,0.010178
"('Solstheim', 'Items - Furniture')",256,706,0.001814,0.005004,0.000142,0.006818
"('Anime', 'Armor - Shields')",715,1628,0.005068,0.011538,0.000206,0.016606
"('Japanese', 'Clothing')",417,1782,0.002955,0.01263,0.000135,0.015585
"('Unrealistic', 'German')",1027,1083,0.007279,0.007676,0.000184,0.014954
"('Gameplay Effects/Changes', 'Unbalanced')",3718,934,0.026351,0.00662,0.001311,0.032971
"('Poses', 'Replacer')",122,3268,0.000865,0.023162,0.000305,0.024026
"('Environment - Sky', 'NPCs')",435,3220,0.003083,0.022822,0.000291,0.025905
"('Official', 'NPC Trainers')",244,264,0.001729,0.001871,0.000142,0.0036
"('Lore-Friendly', 'Tutorials for Modders')",8619,221,0.061087,0.001566,0.000305,0.062653
"('Plants / Foliage', 'Hearthfire')",452,967,0.003204,0.006854,0.000503,0.010057
"('Companions', 'For male characters')",2791,3578,0.019781,0.025359,0.002424,0.04514
"('Official', 'Czech')",244,195,0.001729,0.001382,0.000135,0.003111
"('Related to Movies/TV/Other Games', 'Hearthfire')",1019,967,0.007222,0.006854,0.000142,0.014076
"('Video', 'Weapons')",253,3646,0.001793,0.025841,0.000305,0.027634
"('Face models', 'Items - Leveled')",771,494,0.005464,0.003501,0.000206,0.008966
"('Related to Movies/TV/Other Games', 'Dragonborn')",1019,1519,0.007222,0.010766,0.000276,0.017988
"('Items - Apparatus', 'Dawnguard')",449,1800,0.003182,0.012757,0.000411,0.01594
"('Humor, Joke or Just for Fun', 'User Interface')",1282,594,0.009086,0.00421,0.00022,0.013296
"('Related to horses', 'Lighting')",379,760,0.002686,0.005386,0.000184,0.008073
"('Creatures - Rideable', 'NPC Vendors')",275,973,0.001949,0.006896,0.000404,0.008845
"('Poses', 'Saved games')",122,974,0.000865,0.006903,0.00012,0.007768
"('Items - Ingredients', 'Plants / Foliage')",748,452,0.005301,0.003204,0.001269,0.008505
"('Environment - Other', 'NPC Vendors')",1225,973,0.008682,0.006896,0.000666,0.015578
"('Birthsigns', 'Armor - Shields')",59,1628,0.000418,0.011538,0.000113,0.011956
"('For female characters', 'Creatures - Rideable')",4508,275,0.03195,0.001949,0.000312,0.033899
"('Locations - Dungeons', 'Utilities for Players')",764,947,0.005415,0.006712,0.000241,0.012127
"('Environment - Other', 'Items - Furniture')",1225,706,0.008682,0.005004,0.000985,0.013686
"('Sexy/Skimpy', 'Items - Furniture')",1268,706,0.008987,0.005004,5.7e-05,0.013991
"('Audio - Voices', 'Tutorials for Modders')",494,221,0.003501,0.001566,8.5e-05,0.005068
"('Nudity', 'Armor - Shields')",336,1628,0.002381,0.011538,0.000142,0.01392
"('Companions', 'Armor - Shields')",2791,1628,0.019781,0.011538,0.000985,0.031319
"('Related to Movies/TV/Other Games', 'Non-Playable Resource')",1019,301,0.007222,0.002133,0.000128,0.009355
"('Body models', 'Not Safe For Work')",503,284,0.003565,0.002013,0.00017,0.005578
"('Audio - Music', 'Not Safe For Work')",429,284,0.003041,0.002013,2.8e-05,0.005053
"('French', 'Polish')",748,544,0.005301,0.003856,0.001857,0.009157
"('Birthsigns', 'New textures')",59,4507,0.000418,0.031943,0.000128,0.032361
"('Fair and balanced', 'Locations - Player-Owned')",7082,1952,0.050193,0.013835,0.005535,0.064028
"('For female characters', 'Face models')",4508,771,0.03195,0.005464,0.002098,0.037415
"('Items - Apparatus', 'Tutorials for Modders')",449,221,0.003182,0.001566,7.1e-05,0.004749
"('Dawnguard', 'Non-Playable Resource')",1800,301,0.012757,0.002133,6.4e-05,0.014891
"('Not Lore-Friendly', 'Other languages')",2051,619,0.014536,0.004387,0.000198,0.018923
"('Faction: Dark Brotherhood', 'French')",233,748,0.001651,0.005301,2.1e-05,0.006953
"('Body models', 'German')",503,1083,0.003565,0.007676,0.000206,0.011241
"('New textures', 'Locations - Player-Owned')",4507,1952,0.031943,0.013835,0.001332,0.045778
"('Gameplay Effects/Changes', 'Saved games')",3718,974,0.026351,0.006903,0.000298,0.033254
"('Poses', 'NPC Vendors')",122,973,0.000865,0.006896,9.2e-05,0.007761
"('Fair and balanced', 'Japanese')",7082,417,0.050193,0.002955,0.001099,0.053149
"('Races - Modified', 'Italian')",595,723,0.004217,0.005124,7.1e-05,0.009341
"('Cheating', 'Magic - Potions')",997,576,0.007066,0.004082,0.000383,0.011149
"('Animation - Modified', 'Italian')",364,723,0.00258,0.005124,0.00012,0.007704
"('Races - Modified', 'Video')",595,253,0.004217,0.001793,0.000213,0.00601
"('For male characters', 'Related to horses')",3578,379,0.025359,0.002686,0.000333,0.028045
"('Races - New', 'Hearthfire')",438,967,0.003104,0.006854,0.000113,0.009958
