Tag_Tuple,Tag1_Count,Tag2_Count,P(Tag1),P(Tag2),P(Tag1 AND Tag2),P(Tag1 OR Tag2)
"('Robert Female Bodybase', 'Humor, Joke or Just for Fun')",129,256,0.002021,0.004011,3.1e-05,0.006031
"('Related to horses', 'Creatures')",194,461,0.003039,0.007222,0.000501,0.010261
"('Face models', 'OBSE (Oblivion Script Extender)')",258,819,0.004042,0.012831,0.000219,0.016872
"('Gameplay Effects/Changes', 'Humor, Joke or Just for Fun')",1345,256,0.021071,0.004011,0.000533,0.025081
"('Hair', 'Czech')",178,8,0.002789,0.000125,1.6e-05,0.002914
"('Related to vampires', 'Humor, Joke or Just for Fun')",250,256,0.003917,0.004011,4.7e-05,0.007927
"('Body models', 'Clothing')",144,1016,0.002256,0.015917,0.000705,0.018173
"('Poses', 'Books')",49,430,0.000768,0.006736,4.7e-05,0.007504
"('Replacer', 'Lighting')",898,159,0.014068,0.002491,0.000219,0.016559
"('COBL (Common Oblivion)', 'OBMM (Oblivion Mod Manager)')",118,116,0.001849,0.001817,6.3e-05,0.003666
"('Not Safe For Work', 'Weapons')",35,1765,0.000548,0.027651,3.1e-05,0.028199
"('Saved games', 'Czech')",481,8,0.007535,0.000125,1.6e-05,0.007661
"('Scripted Events', 'Plants / Foliage')",562,226,0.008804,0.003541,0.000658,0.012345
"('Guilds / Factions', 'English')",247,6911,0.00387,0.108269,0.003118,0.112138
"('Not Safe For Work', 'Creatures')",35,461,0.000548,0.007222,4.7e-05,0.00777
"('Guilds / Factions', 'Locations - Caverns')",247,284,0.00387,0.004449,0.001018,0.008319
"('Czech', 'Items - Apparatus')",8,186,0.000125,0.002914,1.6e-05,0.003039
"('Unrealistic', 'Polish')",81,53,0.001269,0.00083,1.6e-05,0.002099
"('Environment - Water', 'Locations - Caverns')",84,284,0.001316,0.004449,0.000204,0.005765
"('Books', 'Items - Ingredients')",430,319,0.006736,0.004997,0.001661,0.011734
"('Official', 'OBSE (Oblivion Script Extender)')",43,819,0.000674,0.012831,4.7e-05,0.013504
"('Hair', 'Leveled Lists')",178,150,0.002789,0.00235,0.000125,0.005138
"('Fair and balanced', 'BAB Bodybase')",449,72,0.007034,0.001128,3.1e-05,0.008162
"('Saved games', 'OBSE (Oblivion Script Extender)')",481,819,0.007535,0.012831,0.00011,0.020366
"('Polish', 'Utilities for Modders')",53,236,0.00083,0.003697,9.4e-05,0.004528
"('Robert Male Bodybase', 'OBMM (Oblivion Mod Manager)')",223,116,0.003494,0.001817,0.00011,0.005311
"('New models', 'German')",1961,396,0.030721,0.006204,0.001535,0.036925
"('Races - New', 'Nudity')",515,225,0.008068,0.003525,0.000329,0.011593
"('Environment - Other', 'Magic - Spells')",346,614,0.00542,0.009619,0.000329,0.015039
"('New Lands', 'NPC Trainers')",325,173,0.005091,0.00271,0.000611,0.007802
"('Poses', 'Items - Clutter')",49,621,0.000768,0.009729,3.1e-05,0.010496
"('Official', 'Plants / Foliage')",43,226,0.000674,0.003541,7.8e-05,0.004214
"('Leveled Lists', 'NPC Trainers')",150,173,0.00235,0.00271,0.000219,0.00506
"('Hair', 'Locations - Caverns')",178,284,0.002789,0.004449,0.000125,0.007238
"('For female characters', 'Birthsigns')",1825,67,0.028591,0.00105,0.000219,0.02964
"('Video', 'Weapons')",128,1765,0.002005,0.027651,0.000266,0.029656
"('Items - Furniture', 'Locations - Caverns')",322,284,0.005044,0.004449,0.000736,0.009494
"('Related to vampires', 'Locations - Caverns')",250,284,0.003917,0.004449,0.000266,0.008366
"('Companions', 'Books')",705,430,0.011045,0.006736,0.000486,0.017781
"('Unbalanced', 'Audio - Music')",69,203,0.001081,0.00318,4.7e-05,0.004261
"('Weapons', ""Modder's Resource"")",1765,1338,0.027651,0.020961,0.00329,0.048612
"('Poses', 'Hair')",49,178,0.000768,0.002789,3.1e-05,0.003556
"('Italian', 'Shivering Isles')",81,708,0.001269,0.011092,0.000157,0.012361
"('Related to Movies/TV/Other Games', 'Translation')",478,32,0.007488,0.000501,1.6e-05,0.00799
"('Audio - Music', 'User Interface')",203,226,0.00318,0.003541,9.4e-05,0.006721
"('Spanish', 'Magic - Enchantments')",93,358,0.001457,0.005608,6.3e-05,0.007065
"('Environment - Water', 'Italian')",84,81,0.001316,0.001269,0.00011,0.002585
"('Unbalanced', 'Leveled Lists')",69,150,0.001081,0.00235,1.6e-05,0.003431
"('Audio - Sound FX', 'Items - Furniture')",190,322,0.002977,0.005044,0.000376,0.008021
"('Audio - Sound FX', 'Creatures - Rideable')",190,148,0.002977,0.002319,0.000204,0.005295
"('German', 'Creatures')",396,461,0.006204,0.007222,0.000298,0.013426
"('Lore-Friendly', 'Weapons')",1738,1765,0.027228,0.027651,0.005295,0.054878
"('TFF/UFF Bodybase', 'User Interface')",156,226,0.002444,0.003541,1.6e-05,0.005984
"('Magic - Enchantments', 'User Interface')",358,226,0.005608,0.003541,3.1e-05,0.009149
"('TFF/UFF Bodybase', 'Clothing - Female')",156,452,0.002444,0.007081,0.000204,0.009525
"('New textures', 'Creatures - Rideable')",2621,148,0.041061,0.002319,0.000924,0.043379
"('German', 'Items - Furniture')",396,322,0.006204,0.005044,0.000329,0.011248
"('Lore-Friendly', 'Plants / Foliage')",1738,226,0.027228,0.003541,0.001473,0.030768
"('Related to horses', 'Robert Male Bodybase')",194,223,0.003039,0.003494,3.1e-05,0.006533
"('Classes component', 'Shivering Isles')",117,708,0.001833,0.011092,0.000298,0.012925
"('Japanese', ""Modder's Resource"")",167,1338,0.002616,0.020961,0.000219,0.023578
"('Video', 'COBL (Common Oblivion)')",128,118,0.002005,0.001849,3.1e-05,0.003854
"('Clothing', 'Weapons')",1016,1765,0.015917,0.027651,0.00387,0.043567
"('Poses', 'Guilds / Factions')",49,247,0.000768,0.00387,1.6e-05,0.004637
"('Locations - Caverns', 'OBSE (Oblivion Script Extender)')",284,819,0.004449,0.012831,0.000376,0.01728
"('Audio - Sound FX', 'Items - Clutter')",190,621,0.002977,0.009729,0.000564,0.012705
"('Face models', 'New Lands')",258,325,0.004042,0.005091,0.000125,0.009133
"('Lighting', 'Anime')",159,88,0.002491,0.001379,1.6e-05,0.00387
"('Unbalanced', 'Items - Furniture')",69,322,0.001081,0.005044,7.8e-05,0.006125
"('Locations - Caverns', 'Weapons')",284,1765,0.004449,0.027651,0.001739,0.0321
"('Companion Friendly', 'German')",368,396,0.005765,0.006204,0.000219,0.011969
"('Robert Female Bodybase', 'Tutorials for Modders')",129,95,0.002021,0.001488,1.6e-05,0.003509
"('Audio - Voices', 'Locations - Player-Owned')",157,1130,0.00246,0.017703,0.000533,0.020162
"('TFF/UFF Bodybase', 'Environment - Weather')",156,101,0.002444,0.001582,1.6e-05,0.004026
"('Czech', 'Other languages')",8,28,0.000125,0.000439,0.00011,0.000564
"('Animation - Modified', 'Animation - New')",148,206,0.002319,0.003227,0.001034,0.005546
"('Humor, Joke or Just for Fun', 'Items - Apparatus')",256,186,0.004011,0.002914,0.000172,0.006924
"('Chargen', 'TFF/UFF Bodybase')",108,156,0.001692,0.002444,7.8e-05,0.004136
"('Armor - Shields', 'Utilities for Players')",780,368,0.01222,0.005765,0.000266,0.017985
"('Robert Male Bodybase', 'Environment - Other')",223,346,0.003494,0.00542,6.3e-05,0.008914
"('Poses', 'Czech')",49,8,0.000768,0.000125,1.6e-05,0.000893
"('New textures', 'NPC Vendors')",2621,546,0.041061,0.008554,0.003321,0.049615
"('Related to Movies/TV/Other Games', 'Items - Furniture')",478,322,0.007488,0.005044,0.000172,0.012533
"('Companions', 'Clothing - Male')",705,226,0.011045,0.003541,0.000266,0.014585
"('Lore-Friendly', 'Locations - Dungeons')",1738,477,0.027228,0.007473,0.002475,0.0347
"('Replacer', 'Video')",898,128,0.014068,0.002005,0.000313,0.016073
"('Quests', 'User Interface')",636,226,0.009964,0.003541,3.1e-05,0.013504
"('For female characters', 'Utilities for Modders')",1825,236,0.028591,0.003697,0.000235,0.032288
"('Czech', 'English')",8,6911,0.000125,0.108269,0.000125,0.108394
"('Items - Ingredients', 'Items - Leveled')",319,166,0.004997,0.002601,0.000736,0.007598
"('For male characters', 'Environment - Weather')",1242,101,0.019457,0.001582,0.000298,0.02104
"('Locations - Caverns', ""Modder's Resource"")",284,1338,0.004449,0.020961,0.000439,0.02541
"('Hair', 'NPCs')",178,1098,0.002789,0.017201,0.000595,0.01999
"('Unbalanced', 'COBL (Common Oblivion)')",69,118,0.001081,0.001849,3.1e-05,0.00293
"('For male characters', 'Locations - Buildings')",1242,839,0.019457,0.013144,0.002209,0.032601
"('New textures', 'Locations - Caverns')",2621,284,0.041061,0.004449,0.001786,0.04551
"('Audio - Sound FX', 'Polish')",190,53,0.002977,0.00083,1.6e-05,0.003807
"('Companion Friendly', 'Replacer')",368,898,0.005765,0.014068,0.000313,0.019833
"('Races - New', 'Magic - Spells')",515,614,0.008068,0.009619,0.000548,0.017687
"('Cheating', 'Clothing - Female')",396,452,0.006204,0.007081,0.000157,0.013285
"('Poses', 'Creatures')",49,461,0.000768,0.007222,3.1e-05,0.00799
"('Locations - Caverns', 'Magic - Spells')",284,614,0.004449,0.009619,0.000909,0.014068
"('For male characters', 'German')",1242,396,0.019457,0.006204,0.001065,0.025661
"('Video', 'Locations - Dungeons')",128,477,0.002005,0.007473,0.000266,0.009478
"('Locations - Dungeons', 'Non-Playable Resource')",477,237,0.007473,0.003713,6.3e-05,0.011186
"('Italian', 'Clothing - Female')",81,452,0.001269,0.007081,3.1e-05,0.00835
"('Unbalanced', 'Locations - Player-Owned')",69,1130,0.001081,0.017703,0.00011,0.018784
"('Chargen', 'Scripted Events')",108,562,0.001692,0.008804,0.000172,0.010496
"('Books', 'Utilities for Players')",430,368,0.006736,0.005765,0.000329,0.012502
"('Companions', 'Sexy/Skimpy')",705,267,0.011045,0.004183,0.000188,0.015227
"('Translation', 'Tutorials for Players')",32,40,0.000501,0.000627,1.6e-05,0.001128
"('Official', 'Clothing')",43,1016,0.000674,0.015917,7.8e-05,0.01659
"('Gameplay Effects/Changes', 'Face models')",1345,258,0.021071,0.004042,0.000345,0.025113
"('Robert Female Bodybase', 'Shivering Isles')",129,708,0.002021,0.011092,0.000235,0.013113
"('Fair and balanced', 'Races - Modified')",449,253,0.007034,0.003964,0.000282,0.010998
"('Official', 'Tutorials for Players')",43,40,0.000674,0.000627,6.3e-05,0.0013
"('Robert Female Bodybase', 'Items - Ingredients')",129,319,0.002021,0.004997,4.7e-05,0.007018
"('New models', 'Items - Apparatus')",1961,186,0.030721,0.002914,0.00094,0.033635
"('Related to vampires', 'Items - Ingredients')",250,319,0.003917,0.004997,0.000235,0.008914
"('Lore-Friendly', 'German')",1738,396,0.027228,0.006204,0.001144,0.033432
"('Lighting', 'OBMM (Oblivion Mod Manager)')",159,116,0.002491,0.001817,4.7e-05,0.004308
"('Companions', 'Environment - Weather')",705,101,0.011045,0.001582,0.000125,0.012627
"('Locations - Caverns', 'Non-Playable Resource')",284,237,0.004449,0.003713,1.6e-05,0.008162
"('Locations - Buildings', 'Locations - Dungeons')",839,477,0.013144,0.007473,0.003039,0.020617
"('Items - Ingredients', 'Weapons')",319,1765,0.004997,0.027651,0.001849,0.032648
"('For female characters', 'Sexy/Skimpy')",1825,267,0.028591,0.004183,0.002695,0.032774
"('Anime', 'Armor - Shields')",88,780,0.001379,0.01222,6.3e-05,0.013598
"('Humor, Joke or Just for Fun', 'Clothing - Male')",256,226,0.004011,0.003541,0.000172,0.007551
"('Russian', 'Armor - Shields')",228,780,0.003572,0.01222,0.000235,0.015791
"('For male characters', 'Magic - Potions')",1242,230,0.019457,0.003603,0.001175,0.023061
"('Locations - Dungeons', 'Locations - Player-Owned')",477,1130,0.007473,0.017703,0.002381,0.025175
"('For female characters', 'Creatures')",1825,461,0.028591,0.007222,0.001347,0.035813
"('French', 'Shivering Isles')",170,708,0.002663,0.011092,0.00036,0.013755
"('For female characters', 'Locations - Dungeons')",1825,477,0.028591,0.007473,0.002021,0.036063
"('Clothing', 'COBL (Common Oblivion)')",1016,118,0.015917,0.001849,0.00011,0.017765
"('Armor - Shields', 'User Interface')",780,226,0.01222,0.003541,3.1e-05,0.01576
"('TFF/UFF Bodybase', 'Czech')",156,8,0.002444,0.000125,1.6e-05,0.002569
"('COBL (Common Oblivion)', 'Utilities for Players')",118,368,0.001849,0.005765,1.6e-05,0.007614
"('Related to Movies/TV/Other Games', 'Czech')",478,8,0.007488,0.000125,1.6e-05,0.007614
"('Hair', 'Races - New')",178,515,0.002789,0.008068,0.001144,0.010857
"('Audio - Music', 'French')",203,170,0.00318,0.002663,6.3e-05,0.005843
"('Not Lore-Friendly', 'Creatures')",262,461,0.004105,0.007222,6.3e-05,0.011327
"('Gameplay Effects/Changes', 'Classes component')",1345,117,0.021071,0.001833,0.000501,0.022904
"('Scripted Events', 'Tutorials for Modders')",562,95,0.008804,0.001488,0.000157,0.010293
"('EC/HGEC Bodybase', 'Other languages')",878,28,0.013755,0.000439,1.6e-05,0.014194
"('Companions', 'Polish')",705,53,0.011045,0.00083,6.3e-05,0.011875
"('Robert Male Bodybase', 'Audio - Sound FX')",223,190,0.003494,0.002977,9.4e-05,0.00647
"('Poses', 'Replacer')",49,898,0.000768,0.014068,0.000188,0.014836
"('Clothing - Female', 'Items - Leveled')",452,166,0.007081,0.002601,0.000298,0.009682
"('Sexy/Skimpy', 'Czech')",267,8,0.004183,0.000125,1.6e-05,0.004308
"('New Lands', 'Locations - World Map')",325,522,0.005091,0.008178,0.001849,0.013269
"('Related to Movies/TV/Other Games', 'New models')",478,1961,0.007488,0.030721,0.002695,0.03821
"('Face models', 'Russian')",258,228,0.004042,0.003572,7.8e-05,0.007614
"('Races - Modified', 'Locations - Caverns')",253,284,0.003964,0.004449,0.000141,0.008413
"('Humor, Joke or Just for Fun', 'Locations - Buildings')",256,839,0.004011,0.013144,0.00047,0.017154
"('New models', 'Armor - Shields')",1961,780,0.030721,0.01222,0.004152,0.042941
"(""Modder's Resource"", 'Tutorials for Modders')",1338,95,0.020961,0.001488,0.000564,0.02245
"('Items - Clutter', 'Non-Playable Resource')",621,237,0.009729,0.003713,0.000595,0.013442
"('Scripted Events', 'French')",562,170,0.008804,0.002663,0.000345,0.011468
"('English', 'Clothing - Female')",6911,452,0.108269,0.007081,0.00412,0.11535
"('Face models', 'Magic - Spells')",258,614,0.004042,0.009619,0.000157,0.013661
"('Video', 'Shivering Isles')",128,708,0.002005,0.011092,0.000235,0.013097
"('Compilation', 'Anime')",192,88,0.003008,0.001379,4.7e-05,0.004387
"('Environment - Other', 'NPC Trainers')",346,173,0.00542,0.00271,0.000251,0.008131
"('Quests', 'Spanish')",636,93,0.009964,0.001457,9.4e-05,0.011421
"('Japanese', 'Tutorials for Players')",167,40,0.002616,0.000627,3.1e-05,0.003243
"('Replacer', 'Non-Playable Resource')",898,237,0.014068,0.003713,3.1e-05,0.017781
"('Saved games', 'Items - Leveled')",481,166,0.007535,0.002601,3.1e-05,0.010136
"('Environment - Sky', 'Czech')",105,8,0.001645,0.000125,4.7e-05,0.00177
"('Scripted Events', 'Non-Playable Resource')",562,237,0.008804,0.003713,6.3e-05,0.012517
"('Body models', 'Environment - Sky')",144,105,0.002256,0.001645,0.00011,0.003901
"('New Lands', 'Books')",325,430,0.005091,0.006736,0.001065,0.011828
"('Related to vampires', 'Japanese')",250,167,0.003917,0.002616,3.1e-05,0.006533
"('Items - Furniture', 'Magic - Potions')",322,230,0.005044,0.003603,0.000768,0.008648
"('Races - New', 'Creatures')",515,461,0.008068,0.007222,0.000486,0.01529
"('Body models', 'Leveled Lists')",144,150,0.002256,0.00235,9.4e-05,0.004606
"('Audio - Music', 'Clothing - Male')",203,226,0.00318,0.003541,0.000172,0.006721
"('For male characters', 'Weapons')",1242,1765,0.019457,0.027651,0.007661,0.047108
"('Unbalanced', 'Magic - Spells')",69,614,0.001081,0.009619,0.000219,0.0107
"('Performance Optimization', 'Lighting')",162,159,0.002538,0.002491,0.000172,0.005029
"('Environment - Other', 'Guilds / Factions')",346,247,0.00542,0.00387,0.000345,0.00929
"('Robert Male Bodybase', 'French')",223,170,0.003494,0.002663,1.6e-05,0.006157
"('Sexy/Skimpy', 'Creatures - Rideable')",267,148,0.004183,0.002319,4.7e-05,0.006501
"('Environment - Water', 'German')",84,396,0.001316,0.006204,0.000125,0.00752
"('Official', 'User Interface')",43,226,0.000674,0.003541,6.3e-05,0.004214
"('For female characters', 'Spanish')",1825,93,0.028591,0.001457,0.000204,0.030048
"('Chargen', 'OBSE (Oblivion Script Extender)')",108,819,0.001692,0.012831,0.000188,0.014522
"('For female characters', 'Performance Optimization')",1825,162,0.028591,0.002538,0.000313,0.031129
"('Environment - Water', 'Other languages')",84,28,0.001316,0.000439,9.4e-05,0.001755
"('Czech', 'Items - Ingredients')",8,319,0.000125,0.004997,1.6e-05,0.005123
"('Armor - Shields', 'Utilities for Modders')",780,236,0.01222,0.003697,0.00011,0.015917
"('Audio - Voices', 'Polish')",157,53,0.00246,0.00083,1.6e-05,0.00329
"('Birthsigns', 'User Interface')",67,226,0.00105,0.003541,1.6e-05,0.00459
"('For female characters', 'Magic - Spells')",1825,614,0.028591,0.009619,0.001457,0.03821
"('German', 'Plants / Foliage')",396,226,0.006204,0.003541,0.000157,0.009744
"('Other languages', 'Magic - Spells')",28,614,0.000439,0.009619,3.1e-05,0.010058
"('Animation - Modified', ""Modder's Resource"")",148,1338,0.002319,0.020961,0.000235,0.02328
"('Locations - Caverns', 'Locations - World Map')",284,522,0.004449,0.008178,0.001755,0.012627
"('Audio - Music', 'Clothing - Female')",203,452,0.00318,0.007081,0.000172,0.010261
"('Anime', 'NPC Trainers')",88,173,0.001379,0.00271,1.6e-05,0.004089
"('Other languages', 'Spanish')",28,93,0.000439,0.001457,0.000219,0.001896
"('Audio - Sound FX', 'Magic - Spells')",190,614,0.002977,0.009619,0.000439,0.012596
"('Body models', 'NPC Trainers')",144,173,0.002256,0.00271,4.7e-05,0.004966
"('NPC Trainers', 'Weapons')",173,1765,0.00271,0.027651,0.0013,0.030361
"('Companions', 'Cheating')",705,396,0.011045,0.006204,0.00011,0.017248
"('Official', 'Related to vampires')",43,250,0.000674,0.003917,4.7e-05,0.00459
"(""Modder's Resource"", 'Tutorials for Players')",1338,40,0.020961,0.000627,9.4e-05,0.021588
"('Companions', 'BAB Bodybase')",705,72,0.011045,0.001128,4.7e-05,0.012173
"('Robert Male Bodybase', 'Knight of The Nine')",223,80,0.003494,0.001253,3.1e-05,0.004747
"('Nudity', 'Locations - Caverns')",225,284,0.003525,0.004449,6.3e-05,0.007974
"('Related to horses', 'Creatures - Rideable')",194,148,0.003039,0.002319,0.001175,0.005358
"('Items - Apparatus', 'OBMM (Oblivion Mod Manager)')",186,116,0.002914,0.001817,0.00011,0.004731
"('TFF/UFF Bodybase', 'New Lands')",156,325,0.002444,0.005091,1.6e-05,0.007535
"('Official', 'Creatures - Rideable')",43,148,0.000674,0.002319,4.7e-05,0.002992
"('Japanese', 'User Interface')",167,226,0.002616,0.003541,4.7e-05,0.006157
"('French', 'Polish')",170,53,0.002663,0.00083,0.000439,0.003494
"('Clothing - Male', 'User Interface')",226,226,0.003541,0.003541,1.6e-05,0.007081
"('Audio - Music', 'Items - Clutter')",203,621,0.00318,0.009729,0.000329,0.012909
"('Animation - New', 'Knight of The Nine')",206,80,0.003227,0.001253,1.6e-05,0.004481
"('Replacer', 'New Lands')",898,325,0.014068,0.005091,0.000141,0.01916
"('Unrealistic', 'Items - Apparatus')",81,186,0.001269,0.002914,6.3e-05,0.004183
"('Chargen', 'Birthsigns')",108,67,0.001692,0.00105,0.00011,0.002742
"('Unrealistic', 'Locations - World Map')",81,522,0.001269,0.008178,6.3e-05,0.009447
"('Related to horses', 'Related to Movies/TV/Other Games')",194,478,0.003039,0.007488,0.000125,0.010528
"('Related to Movies/TV/Other Games', 'French')",478,170,0.007488,0.002663,9.4e-05,0.010152
"('Races - Modified', 'Locations - Player-Owned')",253,1130,0.003964,0.017703,0.000219,0.021666
"('Scripted Events', 'Creatures')",562,461,0.008804,0.007222,0.001363,0.016026
"('EC/HGEC Bodybase', 'Animation - Modified')",878,148,0.013755,0.002319,0.000282,0.016073
"('Clothing - Female', 'Locations - Dungeons')",452,477,0.007081,0.007473,0.000611,0.014554
"('Robert Female Bodybase', 'TFF/UFF Bodybase')",129,156,0.002021,0.002444,0.000313,0.004465
"('Scripted Events', 'Video')",562,128,0.008804,0.002005,0.000298,0.01081
"('EC/HGEC Bodybase', 'Items - Ingredients')",878,319,0.013755,0.004997,0.000172,0.018752
"('Translation', 'Japanese')",32,167,0.000501,0.002616,4.7e-05,0.003118
"('Creatures', 'Locations - Buildings')",461,839,0.007222,0.013144,0.001426,0.020366
"('Video', 'OBMM (Oblivion Mod Manager)')",128,116,0.002005,0.001817,4.7e-05,0.003823
"('Audio - Sound FX', 'Classes component')",190,117,0.002977,0.001833,0.000141,0.004809
"('NPC Trainers', 'COBL (Common Oblivion)')",173,118,0.00271,0.001849,6.3e-05,0.004559
"('Magic - Potions', 'NPC Trainers')",230,173,0.003603,0.00271,0.000674,0.006313
"('Weapons', 'OBSE (Oblivion Script Extender)')",1765,819,0.027651,0.012831,0.001676,0.040481
"('Environment - Weather', 'Non-Playable Resource')",101,237,0.001582,0.003713,1.6e-05,0.005295
"('Czech', 'Items - Leveled')",8,166,0.000125,0.002601,1.6e-05,0.002726
"('Nudity', 'Creatures - Rideable')",225,148,0.003525,0.002319,4.7e-05,0.005843
"('Audio - Sound FX', 'COBL (Common Oblivion)')",190,118,0.002977,0.001849,6.3e-05,0.004825
"('Gameplay Effects/Changes', 'Saved games')",1345,481,0.021071,0.007535,9.4e-05,0.028606
"('Face models', 'NPCs')",258,1098,0.004042,0.017201,0.000768,0.021243
"('Classes component', 'NPC Vendors')",117,546,0.001833,0.008554,0.000219,0.010387
"('Anime', 'Locations - Caverns')",88,284,0.001379,0.004449,1.6e-05,0.005828
"('Locations - Caverns', 'Locations - Dungeons')",284,477,0.004449,0.007473,0.003274,0.011922
"('Humor, Joke or Just for Fun', 'Czech')",256,8,0.004011,0.000125,1.6e-05,0.004136
"('Lore-Friendly', 'Shivering Isles')",1738,708,0.027228,0.011092,0.00293,0.038319
"('Related to vampires', 'Leveled Lists')",250,150,0.003917,0.00235,7.8e-05,0.006266
"('Environment - Other', 'Tutorials for Modders')",346,95,0.00542,0.001488,3.1e-05,0.006909
"('Robert Female Bodybase', 'NPCs')",129,1098,0.002021,0.017201,0.00011,0.019222
"('Leveled Lists', 'New Lands')",150,325,0.00235,0.005091,0.000204,0.007441
"('Weapons', 'COBL (Common Oblivion)')",1765,118,0.027651,0.001849,0.000219,0.029499
"('Replacer', 'User Interface')",898,226,0.014068,0.003541,0.000783,0.017609
"('Robert Female Bodybase', 'Leveled Lists')",129,150,0.002021,0.00235,1.6e-05,0.004371
"('Other languages', 'Magic - Enchantments')",28,358,0.000439,0.005608,9.4e-05,0.006047
"('Not Lore-Friendly', 'OBMM (Oblivion Mod Manager)')",262,116,0.004105,0.001817,6.3e-05,0.005922
"('French', 'Locations - Buildings')",170,839,0.002663,0.013144,0.000313,0.015807
"('Robert Male Bodybase', 'Italian')",223,81,0.003494,0.001269,3.1e-05,0.004763
"('Cheating', 'Items - Ingredients')",396,319,0.006204,0.004997,0.000251,0.011201
"('Cheating', 'Magic - Potions')",396,230,0.006204,0.003603,0.000219,0.009807
"('Performance Optimization', 'Locations - Buildings')",162,839,0.002538,0.013144,0.000204,0.015682
"('Companion Friendly', 'Audio - Sound FX')",368,190,0.005765,0.002977,0.000266,0.008742
"('Locations - Buildings', 'Plants / Foliage')",839,226,0.013144,0.003541,0.0013,0.016684
"('Cheating', 'NPC Vendors')",396,546,0.006204,0.008554,0.000329,0.014757
"('For male characters', 'Items - Apparatus')",1242,186,0.019457,0.002914,0.000987,0.022371
"('Environment - Other', 'Races - Modified')",346,253,0.00542,0.003964,0.000157,0.009384
"('Robert Male Bodybase', 'Clothing - Female')",223,452,0.003494,0.007081,0.00047,0.010575
"('Robert Female Bodybase', 'New Lands')",129,325,0.002021,0.005091,6.3e-05,0.007112
"('Performance Optimization', 'New models')",162,1961,0.002538,0.030721,0.000392,0.033259
"('Translation', 'OBSE (Oblivion Script Extender)')",32,819,0.000501,0.012831,7.8e-05,0.013332
"('EC/HGEC Bodybase', 'Environment - Other')",878,346,0.013755,0.00542,9.4e-05,0.019175
"('Locations - World Map', 'User Interface')",522,226,0.008178,0.003541,0.000219,0.011718
"('Poses', 'Body models')",49,144,0.000768,0.002256,4.7e-05,0.003024
"('Scripted Events', 'NPC Vendors')",562,546,0.008804,0.008554,0.001551,0.017358
"('Items - Apparatus', 'NPCs')",186,1098,0.002914,0.017201,0.000877,0.020115
"('German', 'Tutorials for Players')",396,40,0.006204,0.000627,3.1e-05,0.00683
"('Nudity', 'User Interface')",225,226,0.003525,0.003541,4.7e-05,0.007065
"('Nudity', 'NPC Trainers')",225,173,0.003525,0.00271,4.7e-05,0.006235
"('Japanese', 'Knight of The Nine')",167,80,0.002616,0.001253,3.1e-05,0.00387
"('EC/HGEC Bodybase', 'Japanese')",878,167,0.013755,0.002616,0.000595,0.016371
"('Unrealistic', 'COBL (Common Oblivion)')",81,118,0.001269,0.001849,3.1e-05,0.003118
"('Related to horses', 'Classes component')",194,117,0.003039,0.001833,9.4e-05,0.004872
"('Races - New', 'Non-Playable Resource')",515,237,0.008068,0.003713,6.3e-05,0.011781
"('German', 'OBSE (Oblivion Script Extender)')",396,819,0.006204,0.012831,0.000721,0.019034
"('Birthsigns', 'French')",67,170,0.00105,0.002663,1.6e-05,0.003713
"('Locations - Buildings', 'Knight of The Nine')",839,80,0.013144,0.001253,0.000251,0.014397
"('Companions', 'Japanese')",705,167,0.011045,0.002616,0.000157,0.013661
"('Unrealistic', 'Non-Playable Resource')",81,237,0.001269,0.003713,4.7e-05,0.004982
"('New Lands', 'Non-Playable Resource')",325,237,0.005091,0.003713,6.3e-05,0.008804
"('Items - Furniture', 'Weapons')",322,1765,0.005044,0.027651,0.001488,0.032695
"('Birthsigns', 'Items - Ingredients')",67,319,0.00105,0.004997,0.00011,0.006047
"('Lore-Friendly', 'Creatures - Rideable')",1738,148,0.027228,0.002319,0.000548,0.029546
"('Clothing - Female', 'Magic - Spells')",452,614,0.007081,0.009619,0.000439,0.0167
"('Leveled Lists', 'Saved games')",150,481,0.00235,0.007535,1.6e-05,0.009885
"('Plants / Foliage', 'OBMM (Oblivion Mod Manager)')",226,116,0.003541,0.001817,9.4e-05,0.005358
"('Creatures - Rideable', 'NPC Trainers')",148,173,0.002319,0.00271,0.000204,0.005029
"('Gameplay Effects/Changes', 'Locations - Player-Owned')",1345,1130,0.021071,0.017703,0.00083,0.038774
"('Gameplay Effects/Changes', 'COBL (Common Oblivion)')",1345,118,0.021071,0.001849,0.000157,0.02292
"('Locations - World Map', 'OBSE (Oblivion Script Extender)')",522,819,0.008178,0.012831,0.000815,0.021008
"('Cheating', 'Scripted Events')",396,562,0.006204,0.008804,0.000266,0.015008
"('Audio - Voices', 'Leveled Lists')",157,150,0.00246,0.00235,0.000188,0.004809
"('Creatures', 'User Interface')",461,226,0.007222,0.003541,7.8e-05,0.010763
"('Unrealistic', 'Other languages')",81,28,0.001269,0.000439,1.6e-05,0.001708
"('Poses', 'Audio - Sound FX')",49,190,0.000768,0.002977,7.8e-05,0.003744
"('For female characters', 'Robert Female Bodybase')",1825,129,0.028591,0.002021,0.000893,0.030612
"('For female characters', 'Tutorials for Players')",1825,40,0.028591,0.000627,4.7e-05,0.029217
"('Chargen', 'Items - Furniture')",108,322,0.001692,0.005044,3.1e-05,0.006736
