tag_tuple,tag1_count,tag2_count,ratio
"('Scripted Events', 'Utilities for Players')",23,63,0.36507936507936506
"('Compilation', 'Magic - Spells')",16,80,0.2
"('For female characters', 'For male characters')",209,180,1.1611111111111112
"('Hair', 'Magic - Potions')",13,14,0.9285714285714286
"('Guilds / Factions', 'Magic - Spells')",20,80,0.25
"('Classes component', 'Clothing')",4,85,0.047058823529411764
"('New models', 'User Interface')",100,39,2.5641025641025643
"('Books', 'Utilities for Modders')",38,26,1.4615384615384615
"('Hair', 'Translation')",13,110,0.11818181818181818
"('NPCs', 'SKSE (Skyrim Script Extender)')",115,27,4.2592592592592595
"('Official', 'Items - Clutter')",11,46,0.2391304347826087
"('Companions', 'Environment - Sky')",85,21,4.0476190476190474
"('Animation - Modified', 'Audio - Music')",17,26,0.6538461538461539
"('Humor, Joke or Just for Fun', 'Books')",58,38,1.5263157894736843
"('Lighting', 'German')",38,57,0.6666666666666666
"('Related to Movies/TV/Other Games', 'Video')",64,11,5.818181818181818
"('Face models', 'Spanish')",37,45,0.8222222222222222
"('Replacer', 'Items - Clutter')",255,46,5.543478260869565
"('Audio - Music', 'Spanish')",26,45,0.5777777777777777
"('Related to Movies/TV/Other Games', 'Birthsigns')",64,3,21.333333333333332
"('Leveled Lists', 'Magic - Enchantments')",21,39,0.5384615384615384
"('Faction: College of Winterhold', 'Russian')",8,28,0.2857142857142857
"('Companion Friendly', 'Humor, Joke or Just for Fun')",137,58,2.3620689655172415
"('Locations - World Map', 'Utilities for Players')",34,63,0.5396825396825397
"('New Lands', 'Sexy/Skimpy')",18,103,0.17475728155339806
"('Clothing', 'Dawnguard')",85,33,2.5757575757575757
"('Races - New', 'Weapons')",22,176,0.125
"('Body models', 'Environment - Weather')",31,14,2.2142857142857144
"('Environment - Water', 'New models')",10,100,0.1
"('Books', 'Locations - Caverns')",38,13,2.923076923076923
"('Quests', 'Plants / Foliage')",25,15,1.6666666666666667
"('Lighting', 'Magic - Enchantments')",38,39,0.9743589743589743
"('Fair and balanced', 'Creatures - Rideable')",292,5,58.4
"('Classes component', 'Weapons')",4,176,0.022727272727272728
"('Classes component', 'Russian')",4,28,0.14285714285714285
"('Fair and balanced', 'Anime')",292,27,10.814814814814815
"('Scripted Events', 'Weapons')",23,176,0.13068181818181818
"('Dragonborn', 'SKSE (Skyrim Script Extender)')",41,27,1.5185185185185186
"('Solstheim', 'Lore-Friendly')",10,322,0.031055900621118012
"('Environment - Sky', 'Magic - Enchantments')",21,39,0.5384615384615384
"('Japanese', 'Russian')",21,28,0.75
"('Performance Optimization', 'Environment - Sky')",33,21,1.5714285714285714
"('Audio - Music', 'New models')",26,100,0.26
"('Gameplay Effects/Changes', 'Related to horses')",168,16,10.5
"('Animation - Modified', 'Environment - Water')",17,10,1.7
"('Companion Friendly', 'Lighting')",137,38,3.6052631578947367
"('Environment - Weather', 'Creatures - Rideable')",14,5,2.8
"('Locations - Buildings', ""Modder's Resource"")",55,68,0.8088235294117647
"('French', 'Magic - Spells')",41,80,0.5125
"('Gameplay Effects/Changes', 'Environment - Water')",168,10,16.8
"('Environment - Weather', 'NPC Vendors')",14,33,0.42424242424242425
"('Related to vampires', 'Creatures - Rideable')",23,5,4.6
"('Unrealistic', 'Weapons')",57,176,0.32386363636363635
"('Audio - Music', 'Quests')",26,25,1.04
"('Hair', 'Creatures - Rideable')",13,5,2.6
"('Classes component', 'Items - Clutter')",4,46,0.08695652173913043
"('Guilds / Factions', 'Quests')",20,25,0.8
"('Items - Leveled', 'Locations - World Map')",15,34,0.4411764705882353
"('Compilation', 'Items - Apparatus')",16,22,0.7272727272727273
"('Video', 'Magic - Potions')",11,14,0.7857142857142857
"('Animation - Modified', 'Clothing')",17,85,0.2
"('Environment - Sky', 'Items - Ingredients')",21,21,1.0
"('New models', 'English')",100,459,0.2178649237472767
"('Fair and balanced', 'New models')",292,100,2.92
"('Environment - Sky', 'Tutorials for Players')",21,18,1.1666666666666667
"('Unrealistic', 'Tutorials for Players')",57,18,3.1666666666666665
"('Locations - Caverns', 'Tutorials for Players')",13,18,0.7222222222222222
"('Items - Clutter', 'Non-Playable Resource')",46,18,2.5555555555555554
"('Locations - World Map', 'Magic - Spells')",34,80,0.425
"('Fair and balanced', 'NPC Vendors')",292,33,8.848484848484848
"('Translation', 'Polish')",110,23,4.782608695652174
"('New Lands', 'Translation')",18,110,0.16363636363636364
"('Quests', 'Races - Modified')",25,31,0.8064516129032258
"('Animation - Modified', 'Quests')",17,25,0.68
"('Gameplay Effects/Changes', 'Face models')",168,37,4.54054054054054
"('Animation - New', 'Utilities for Modders')",7,26,0.2692307692307692
"('Environment - Sky', ""Modder's Resource"")",21,68,0.3088235294117647
"('Audio - Voices', 'Czech')",22,8,2.75
"('Body models', 'NPCs')",31,115,0.26956521739130435
"('Related to vampires', 'Face models')",23,37,0.6216216216216216
"('Armor - Shields', 'NPC Trainers')",74,8,9.25
"('Replacer', 'NPCs')",255,115,2.217391304347826
"('Companions', 'Not Lore-Friendly')",85,76,1.118421052631579
"('Face models', 'Non-Playable Resource')",37,18,2.0555555555555554
"('English', 'Magic - Spells')",459,80,5.7375
"('Gameplay Effects/Changes', 'Humor, Joke or Just for Fun')",168,58,2.896551724137931
"('Face models', 'NPCs')",37,115,0.3217391304347826
"('Clothing - Female', 'Items - Apparatus')",86,22,3.909090909090909
"('Gameplay Effects/Changes', 'Magic - Spells')",168,80,2.1
"('Clothing', 'Clothing - Male')",85,47,1.8085106382978724
"('Not Lore-Friendly', 'Unrealistic')",76,57,1.3333333333333333
"('New models', 'Items - Furniture')",100,19,5.2631578947368425
"('Animation - New', 'Plants / Foliage')",7,15,0.4666666666666667
"('Companions', 'Locations - Player-Owned')",85,51,1.6666666666666667
"('Audio - Music', 'Humor, Joke or Just for Fun')",26,58,0.4482758620689655
"('Translation', 'Utilities for Players')",110,63,1.746031746031746
"('Related to Movies/TV/Other Games', 'Magic - Potions')",64,14,4.571428571428571
"('Animation - New', 'Items - Furniture')",7,19,0.3684210526315789
"('For male characters', 'Weapons')",180,176,1.0227272727272727
"('Companion Friendly', 'Dragonborn')",137,41,3.341463414634146
"('Scripted Events', 'Locations - Dungeons')",23,29,0.7931034482758621
"('Body models', 'Humor, Joke or Just for Fun')",31,58,0.5344827586206896
"('Scripted Events', 'Locations - World Map')",23,34,0.6764705882352942
"('Fair and balanced', 'Weapons')",292,176,1.6590909090909092
"('Translation', 'Clothing - Female')",110,86,1.2790697674418605
"('Anime', 'Translation')",27,110,0.24545454545454545
"('Polish', 'SKSE (Skyrim Script Extender)')",23,27,0.8518518518518519
"('Related to horses', 'French')",16,41,0.3902439024390244
"('Russian', 'Creatures')",28,46,0.6086956521739131
"('Japanese', 'Tutorials for Players')",21,18,1.1666666666666667
"('New Lands', 'Items - Ingredients')",18,21,0.8571428571428571
"('Chargen', 'Scripted Events')",26,23,1.1304347826086956
"('Video', 'Russian')",11,28,0.39285714285714285
"('Video', 'Translation')",11,110,0.1
"('Items - Leveled', 'Weapons')",15,176,0.08522727272727272
"('Classes component', 'Tutorials for Modders')",4,12,0.3333333333333333
"('Animation - Modified', 'Clothing - Female')",17,86,0.19767441860465115
"('For male characters', 'Locations - Caverns')",180,13,13.846153846153847
"('Books', 'Clothing')",38,85,0.4470588235294118
"('Leveled Lists', 'Lore-Friendly')",21,322,0.06521739130434782
"('Compilation', 'Sexy/Skimpy')",16,103,0.1553398058252427
"('Replacer', 'English')",255,459,0.5555555555555556
"('Environment - Other', 'Creatures - Rideable')",62,5,12.4
"('Polish', 'Locations - Player-Owned')",23,51,0.45098039215686275
"('For male characters', 'Poses')",180,5,36.0
"('Animation - Modified', 'Races - Modified')",17,31,0.5483870967741935
"('Hair', 'Not Lore-Friendly')",13,76,0.17105263157894737
"('Video', 'English')",11,459,0.023965141612200435
"('Nudity', 'Tutorials for Players')",64,18,3.5555555555555554
"('New models', 'Italian')",100,29,3.4482758620689653
"('Guilds / Factions', 'Sexy/Skimpy')",20,103,0.1941747572815534
"('Translation', 'Italian')",110,29,3.793103448275862
"('Saved games', 'Japanese')",98,21,4.666666666666667
"('Environment - Other', 'Scripted Events')",62,23,2.6956521739130435
"('Humor, Joke or Just for Fun', 'Lore-Friendly')",58,322,0.18012422360248448
"('French', 'Clothing - Female')",41,86,0.47674418604651164
"('Replacer', 'Cheating')",255,50,5.1
"('Replacer', 'Spanish')",255,45,5.666666666666667
"('New textures', 'Races - Modified')",340,31,10.96774193548387
"('Replacer', 'Locations - World Map')",255,34,7.5
"('Gameplay Effects/Changes', 'Poses')",168,5,33.6
"('English', 'Creatures - Rideable')",459,5,91.8
"('For male characters', 'English')",180,459,0.39215686274509803
"('Not Lore-Friendly', 'Magic - Potions')",76,14,5.428571428571429
"('Czech', 'Spanish')",8,45,0.17777777777777778
"('Sexy/Skimpy', 'Magic - Spells')",103,80,1.2875
"('Quests', 'Creatures')",25,46,0.5434782608695652
"('German', 'Spanish')",57,45,1.2666666666666666
"('Armor - Shields', 'User Interface')",74,39,1.8974358974358974
"('Books', 'Weapons')",38,176,0.2159090909090909
"('Audio - Music', 'Lighting')",26,38,0.6842105263157895
"('Audio - Sound FX', 'New models')",40,100,0.4
"('Items - Ingredients', 'NPC Vendors')",21,33,0.6363636363636364
"('Environment - Water', 'Video')",10,11,0.9090909090909091
"('Unbalanced', 'French')",32,41,0.7804878048780488
"('Solstheim', 'Leveled Lists')",10,21,0.47619047619047616
"('Items - Leveled', 'Locations - Player-Owned')",15,51,0.29411764705882354
"('Environment - Water', 'Locations - Player-Owned')",10,51,0.19607843137254902
"('New textures', 'Russian')",340,28,12.142857142857142
"('Gameplay Effects/Changes', 'Creatures')",168,46,3.652173913043478
"('Birthsigns', 'Items - Apparatus')",3,22,0.13636363636363635
"('Companion Friendly', 'Utilities for Modders')",137,26,5.269230769230769
"('Scripted Events', 'Spanish')",23,45,0.5111111111111111
"('Video', 'NPCs')",11,115,0.09565217391304348
"('Hair', 'New models')",13,100,0.13
"('French', 'Plants / Foliage')",41,15,2.7333333333333334
"('For male characters', 'Races - Modified')",180,31,5.806451612903226
"('Lighting', 'Locations - Buildings')",38,55,0.6909090909090909
"('Fair and balanced', 'Leveled Lists')",292,21,13.904761904761905
"('Performance Optimization', 'Plants / Foliage')",33,15,2.2
"('Italian', 'Magic - Enchantments')",29,39,0.7435897435897436
"('Czech', 'German')",8,57,0.14035087719298245
"('Clothing - Female', 'Locations - Caverns')",86,13,6.615384615384615
"('Nudity', 'Magic - Spells')",64,80,0.8
"('Cheating', 'Spanish')",50,45,1.1111111111111112
"('Classes component', 'New textures')",4,340,0.011764705882352941
"('Related to Movies/TV/Other Games', 'New textures')",64,340,0.18823529411764706
"('Companion Friendly', 'Creatures - Rideable')",137,5,27.4
"('Locations - World Map', 'Plants / Foliage')",34,15,2.2666666666666666
"('Clothing - Female', 'Items - Clutter')",86,46,1.8695652173913044
"('Animation - New', 'Locations - World Map')",7,34,0.20588235294117646
"('Audio - Sound FX', 'Leveled Lists')",40,21,1.9047619047619047
"('Audio - Voices', 'Face models')",22,37,0.5945945945945946
"('Lore-Friendly', 'Plants / Foliage')",322,15,21.466666666666665
"('Fair and balanced', 'Utilities for Modders')",292,26,11.23076923076923
"('Audio - Music', 'Audio - Sound FX')",26,40,0.65
"('Japanese', 'Spanish')",21,45,0.4666666666666667
"('Classes component', 'NPCs')",4,115,0.034782608695652174
"('New textures', 'Utilities for Players')",340,63,5.396825396825397
"('Companions', 'Solstheim')",85,10,8.5
"('Classes component', 'Scripted Events')",4,23,0.17391304347826086
"('English', 'SKSE (Skyrim Script Extender)')",459,27,17.0
"('Audio - Sound FX', 'Items - Furniture')",40,19,2.1052631578947367
"('Fair and balanced', 'NPC Trainers')",292,8,36.5
"('New models', 'Translation')",100,110,0.9090909090909091
"('For male characters', 'Locations - Buildings')",180,55,3.272727272727273
"('For female characters', 'Utilities for Modders')",209,26,8.038461538461538
"('Performance Optimization', 'Items - Clutter')",33,46,0.717391304347826
"('Quests', 'Books')",25,38,0.6578947368421053
"('Audio - Voices', 'Polish')",22,23,0.9565217391304348
"('Replacer', 'Scripted Events')",255,23,11.08695652173913
"('Companion Friendly', 'Related to horses')",137,16,8.5625
"('Fair and balanced', 'Locations - Buildings')",292,55,5.3090909090909095
"('Compilation', 'Items - Clutter')",16,46,0.34782608695652173
"('SKSE (Skyrim Script Extender)', 'Utilities for Modders')",27,26,1.0384615384615385
"('Translation', 'Clothing - Male')",110,47,2.3404255319148937
"('Lore-Friendly', 'NPC Trainers')",322,8,40.25
"('Related to vampires', 'Utilities for Modders')",23,26,0.8846153846153846
"('Related to Movies/TV/Other Games', 'Armor - Shields')",64,74,0.8648648648648649
"('Faction: Thieves Guild', 'Weapons')",3,176,0.017045454545454544
"('For female characters', 'Locations - Buildings')",209,55,3.8
"('Companions', 'Faction: Dark Brotherhood')",85,5,17.0
"('Items - Clutter', 'Items - Furniture')",46,19,2.4210526315789473
"('Items - Ingredients', 'Items - Leveled')",21,15,1.4
"('Clothing', 'Items - Leveled')",85,15,5.666666666666667
"('Companion Friendly', 'Poses')",137,5,27.4
"('Books', 'Tutorials for Modders')",38,12,3.1666666666666665
"('Related to Movies/TV/Other Games', 'Races - Modified')",64,31,2.064516129032258
"('Related to MLP', 'Humor, Joke or Just for Fun')",1,58,0.017241379310344827
"('Audio - Voices', 'Scripted Events')",22,23,0.9565217391304348
"('Related to vampires', 'Locations - Buildings')",23,55,0.41818181818181815
"('Solstheim', 'Weapons')",10,176,0.056818181818181816
"('Leveled Lists', 'Dawnguard')",21,33,0.6363636363636364
"('Locations - Buildings', 'Utilities for Modders')",55,26,2.1153846153846154
"('Faction: Companions', 'Races - Modified')",4,31,0.12903225806451613
"('Audio - Voices', 'Russian')",22,28,0.7857142857142857
"('Related to horses', 'Environment - Water')",16,10,1.6
"('Polish', 'Creatures')",23,46,0.5
"('Classes component', 'Books')",4,38,0.10526315789473684
"('Related to Movies/TV/Other Games', 'Guilds / Factions')",64,20,3.2
"('Cheating', 'NPCs')",50,115,0.43478260869565216
"('Polish', 'Utilities for Players')",23,63,0.36507936507936506
"('New models', 'Sexy/Skimpy')",100,103,0.970873786407767
"('Unrealistic', 'Spanish')",57,45,1.2666666666666666
"('Leveled Lists', 'Items - Clutter')",21,46,0.45652173913043476
"('Audio - Sound FX', 'Czech')",40,8,5.0
"('English', 'Books')",459,38,12.078947368421053
"('Faction: Thieves Guild', 'Clothing')",3,85,0.03529411764705882
"('Hair', 'Leveled Lists')",13,21,0.6190476190476191
"('Lighting', 'New models')",38,100,0.38
"('Compilation', 'Lighting')",16,38,0.42105263157894735
"('Related to Movies/TV/Other Games', 'Scripted Events')",64,23,2.782608695652174
"('Official', 'Related to Movies/TV/Other Games')",11,64,0.171875
"('Items - Ingredients', 'Magic - Potions')",21,14,1.5
"('Japanese', 'NPCs')",21,115,0.1826086956521739
"('For female characters', 'Italian')",209,29,7.206896551724138
"('New textures', 'Not Safe For Work')",340,39,8.717948717948717
"('Environment - Water', 'Items - Apparatus')",10,22,0.45454545454545453
"('Performance Optimization', 'NPCs')",33,115,0.28695652173913044
"('Polish', 'Tutorials for Modders')",23,12,1.9166666666666667
"('Items - Leveled', 'NPCs')",15,115,0.13043478260869565
"('Environment - Weather', 'Creatures')",14,46,0.30434782608695654
"('Classes component', 'Locations - Buildings')",4,55,0.07272727272727272
"('Guilds / Factions', ""Modder's Resource"")",20,68,0.29411764705882354
"('New models', 'Races - New')",100,22,4.545454545454546
"('Guilds / Factions', 'Items - Furniture')",20,19,1.0526315789473684
"('Related to Movies/TV/Other Games', 'Cheating')",64,50,1.28
"('Books', 'Dragonborn')",38,41,0.926829268292683
"('Audio - Voices', 'Locations - Dungeons')",22,29,0.7586206896551724
"('Nudity', 'Locations - Buildings')",64,55,1.1636363636363636
"('Related to Movies/TV/Other Games', 'Fair and balanced')",64,292,0.2191780821917808
"('Companion Friendly', 'Environment - Weather')",137,14,9.785714285714286
"('Faction: Thieves Guild', 'Items - Furniture')",3,19,0.15789473684210525
"('Races - Modified', 'NPCs')",31,115,0.26956521739130435
"('Animation - New', 'Anime')",7,27,0.25925925925925924
"('Lighting', 'Weapons')",38,176,0.2159090909090909
"('Items - Apparatus', 'Locations - Player-Owned')",22,51,0.43137254901960786
"('Sexy/Skimpy', 'Dawnguard')",103,33,3.121212121212121
"('Face models', 'Clothing - Male')",37,47,0.7872340425531915
"('Compilation', 'Related to horses')",16,16,1.0
"('Items - Apparatus', 'Locations - Buildings')",22,55,0.4
"('Performance Optimization', 'German')",33,57,0.5789473684210527
"('Audio - Sound FX', 'Items - Clutter')",40,46,0.8695652173913043
"('Hair', 'Races - Modified')",13,31,0.41935483870967744
"('Scripted Events', 'Locations - Caverns')",23,13,1.7692307692307692
"('Russian', 'Weapons')",28,176,0.1590909090909091
"('Leveled Lists', 'Quests')",21,25,0.84
"('Fair and balanced', 'Environment - Weather')",292,14,20.857142857142858
"('NPCs', 'Plants / Foliage')",115,15,7.666666666666667
"('New models', 'Spanish')",100,45,2.2222222222222223
"('Creatures', 'NPCs')",46,115,0.4
"('Nudity', 'Non-Playable Resource')",64,18,3.5555555555555554
"('Companion Friendly', 'New models')",137,100,1.37
"('Unrealistic', 'NPCs')",57,115,0.4956521739130435
"('Creatures - Rideable', 'Weapons')",5,176,0.028409090909090908
"('Environment - Weather', 'Other languages')",14,30,0.4666666666666667
"('Performance Optimization', 'Related to vampires')",33,23,1.434782608695652
"('For female characters', 'Related to horses')",209,16,13.0625
"('Animation - Modified', 'Lighting')",17,38,0.4473684210526316
"('Lore-Friendly', 'Items - Apparatus')",322,22,14.636363636363637
"('Classes component', 'Tutorials for Players')",4,18,0.2222222222222222
"('For male characters', 'Hearthfire')",180,12,15.0
"('Items - Clutter', 'Plants / Foliage')",46,15,3.066666666666667
"('Replacer', 'Items - Furniture')",255,19,13.421052631578947
"('Animation - Modified', 'Other languages')",17,30,0.5666666666666667
"('Not Lore-Friendly', 'Armor - Shields')",76,74,1.027027027027027
"('Birthsigns', 'English')",3,459,0.006535947712418301
"('Body models', 'Magic - Potions')",31,14,2.2142857142857144
"('Creatures', 'Tutorials for Modders')",46,12,3.8333333333333335
"('For male characters', 'Classes component')",180,4,45.0
"('Performance Optimization', 'Spanish')",33,45,0.7333333333333333
"('Related to vampires', 'SKSE (Skyrim Script Extender)')",23,27,0.8518518518518519
"('Saved games', 'Italian')",98,29,3.3793103448275863
"('Related to vampires', 'Audio - Sound FX')",23,40,0.575
"('Nudity', ""Modder's Resource"")",64,68,0.9411764705882353
"('Audio - Music', 'NPCs')",26,115,0.22608695652173913
"('Fair and balanced', 'Creatures')",292,46,6.3478260869565215
"('NPCs', 'Dawnguard')",115,33,3.484848484848485
"('Faction: Dark Brotherhood', 'English')",5,459,0.010893246187363835
"('Companion Friendly', 'Sexy/Skimpy')",137,103,1.3300970873786409
"('Environment - Other', 'Lighting')",62,38,1.631578947368421
"('Animation - New', 'Scripted Events')",7,23,0.30434782608695654
"('Animation - New', 'Polish')",7,23,0.30434782608695654
"('Russian', 'Items - Apparatus')",28,22,1.2727272727272727
"('Chargen', 'Tutorials for Modders')",26,12,2.1666666666666665
"('Official', 'New models')",11,100,0.11
"('Leveled Lists', 'Locations - Player-Owned')",21,51,0.4117647058823529
"('Official', 'New Lands')",11,18,0.6111111111111112
"('Related to horses', 'User Interface')",16,39,0.41025641025641024
"('Not Lore-Friendly', 'Non-Playable Resource')",76,18,4.222222222222222
"('For female characters', 'Magic - Spells')",209,80,2.6125
"('Classes component', 'French')",4,41,0.0975609756097561
"('Lighting', 'Czech')",38,8,4.75
"('Unbalanced', 'Not Lore-Friendly')",32,76,0.42105263157894735
"('Items - Apparatus', 'Non-Playable Resource')",22,18,1.2222222222222223
"('Unrealistic', 'Items - Clutter')",57,46,1.2391304347826086
"('Compilation', 'Books')",16,38,0.42105263157894735
"('Scripted Events', 'Items - Furniture')",23,19,1.2105263157894737
"('Gameplay Effects/Changes', 'Audio - Music')",168,26,6.461538461538462
"('NPC Vendors', 'Utilities for Modders')",33,26,1.2692307692307692
"('Races - New', 'Not Safe For Work')",22,39,0.5641025641025641
"('Audio - Music', 'Scripted Events')",26,23,1.1304347826086956
"('Compilation', 'Humor, Joke or Just for Fun')",16,58,0.27586206896551724
"('Fair and balanced', 'Locations - Dungeons')",292,29,10.068965517241379
"('Classes component', 'Environment - Weather')",4,14,0.2857142857142857
"('Lore-Friendly', 'Non-Playable Resource')",322,18,17.88888888888889
"('Face models', 'Quests')",37,25,1.48
"('Related to horses', 'Leveled Lists')",16,21,0.7619047619047619
"('Chargen', 'New models')",26,100,0.26
"('Environment - Weather', 'Locations - Player-Owned')",14,51,0.27450980392156865
"('Related to Movies/TV/Other Games', 'Tutorials for Modders')",64,12,5.333333333333333
"('Not Lore-Friendly', 'Translation')",76,110,0.6909090909090909
"('Books', 'Locations - Dungeons')",38,29,1.3103448275862069
"('Locations - World Map', 'NPC Vendors')",34,33,1.0303030303030303
"('Cheating', ""Modder's Resource"")",50,68,0.7352941176470589
"('Related to Movies/TV/Other Games', 'Clothing')",64,85,0.7529411764705882
"('Gameplay Effects/Changes', 'NPC Trainers')",168,8,21.0
"('Official', 'Not Lore-Friendly')",11,76,0.14473684210526316
"('Czech', 'SKSE (Skyrim Script Extender)')",8,27,0.2962962962962963
"('Gameplay Effects/Changes', 'Items - Apparatus')",168,22,7.636363636363637
"('Guilds / Factions', 'Locations - Caverns')",20,13,1.5384615384615385
"('Companions', 'Gameplay Effects/Changes')",85,168,0.5059523809523809
"('Unbalanced', 'New textures')",32,340,0.09411764705882353
"('Face models', 'Italian')",37,29,1.2758620689655173
"('Environment - Sky', 'Clothing - Female')",21,86,0.2441860465116279
"('Not Lore-Friendly', 'Magic - Spells')",76,80,0.95
"('French', 'Creatures')",41,46,0.8913043478260869
"('Official', 'Audio - Voices')",11,22,0.5
"('Scripted Events', 'Clothing')",23,85,0.27058823529411763
"('Birthsigns', 'Locations - Caverns')",3,13,0.23076923076923078
"('Not Lore-Friendly', 'Other languages')",76,30,2.533333333333333
"('Lore-Friendly', 'Locations - Caverns')",322,13,24.76923076923077
"('Humor, Joke or Just for Fun', 'Items - Furniture')",58,19,3.0526315789473686
"('Animation - New', 'Items - Leveled')",7,15,0.4666666666666667
"('Quests', 'Utilities for Modders')",25,26,0.9615384615384616
"('Animation - New', 'Quests')",7,25,0.28
"('Quests', 'Utilities for Players')",25,63,0.3968253968253968
"('New textures', 'Nudity')",340,64,5.3125
"('Locations - Buildings', 'Locations - World Map')",55,34,1.6176470588235294
"('Animation - New', 'Italian')",7,29,0.2413793103448276
"('Items - Leveled', 'Locations - Dungeons')",15,29,0.5172413793103449
"('Environment - Water', 'NPCs')",10,115,0.08695652173913043
"('Compilation', 'Armor - Shields')",16,74,0.21621621621621623
"('Companion Friendly', 'Czech')",137,8,17.125
"('Companion Friendly', 'NPC Vendors')",137,33,4.151515151515151
"('Companion Friendly', 'Not Lore-Friendly')",137,76,1.8026315789473684
"('Locations - Dungeons', 'Plants / Foliage')",29,15,1.9333333333333333
"('Gameplay Effects/Changes', 'Hearthfire')",168,12,14.0
"('For male characters', 'Items - Leveled')",180,15,12.0
"('New textures', 'NPC Vendors')",340,33,10.303030303030303
"('French', 'Locations - Dungeons')",41,29,1.4137931034482758
"('Performance Optimization', 'Utilities for Modders')",33,26,1.2692307692307692
"('Related to Movies/TV/Other Games', 'Replacer')",64,255,0.25098039215686274
"('New Lands', 'Books')",18,38,0.47368421052631576
"('Weapons', ""Modder's Resource"")",176,68,2.588235294117647
"('German', 'Dragonborn')",57,41,1.3902439024390243
"('Replacer', 'Humor, Joke or Just for Fun')",255,58,4.396551724137931
"('Animation - Modified', 'Animation - New')",17,7,2.4285714285714284
"('French', 'Other languages')",41,30,1.3666666666666667
"('New models', 'Locations - Buildings')",100,55,1.8181818181818181
"('Related to vampires', 'Birthsigns')",23,3,7.666666666666667
"('Lighting', 'Non-Playable Resource')",38,18,2.111111111111111
"('Races - Modified', 'Items - Apparatus')",31,22,1.4090909090909092
"('Related to Movies/TV/Other Games', 'Tutorials for Players')",64,18,3.5555555555555554
"('Guilds / Factions', 'SKSE (Skyrim Script Extender)')",20,27,0.7407407407407407
"('Replacer', 'Solstheim')",255,10,25.5
"('Magic - Enchantments', 'NPC Trainers')",39,8,4.875
"('Clothing - Male', 'NPC Trainers')",47,8,5.875
"('Related to Movies/TV/Other Games', ""Modder's Resource"")",64,68,0.9411764705882353
"('Guilds / Factions', 'User Interface')",20,39,0.5128205128205128
"('Related to vampires', 'NPCs')",23,115,0.2
"('Environment - Other', 'Italian')",62,29,2.1379310344827585
"('Not Safe For Work', 'NPCs')",39,115,0.3391304347826087
"('Companions', 'Items - Clutter')",85,46,1.8478260869565217
"('Fair and balanced', 'Dawnguard')",292,33,8.848484848484848
"('Performance Optimization', 'Magic - Enchantments')",33,39,0.8461538461538461
"('Locations - World Map', 'Tutorials for Players')",34,18,1.8888888888888888
"('Faction: Companions', 'Nudity')",4,64,0.0625
"('Chargen', 'Items - Ingredients')",26,21,1.2380952380952381
"('New models', 'Plants / Foliage')",100,15,6.666666666666667
"('Compilation', 'Magic - Enchantments')",16,39,0.41025641025641024
"('Environment - Water', 'Environment - Weather')",10,14,0.7142857142857143
"('Creatures', 'Dragonborn')",46,41,1.1219512195121952
"('New Lands', 'Non-Playable Resource')",18,18,1.0
"('Audio - Music', 'Audio - Voices')",26,22,1.1818181818181819
"('Environment - Sky', 'Polish')",21,23,0.9130434782608695
"('New textures', 'Scripted Events')",340,23,14.782608695652174
"('Guilds / Factions', 'Clothing - Male')",20,47,0.425531914893617
"('Magic - Spells', 'Tutorials for Modders')",80,12,6.666666666666667
"('Companion Friendly', 'Items - Leveled')",137,15,9.133333333333333
"('Video', 'Utilities for Modders')",11,26,0.4230769230769231
"('For female characters', 'German')",209,57,3.6666666666666665
"('Italian', 'Plants / Foliage')",29,15,1.9333333333333333
"('Replacer', 'New Lands')",255,18,14.166666666666666
"('Related to Movies/TV/Other Games', 'Anime')",64,27,2.3703703703703702
"('Compilation', 'Unbalanced')",16,32,0.5
"('Chargen', 'Creatures')",26,46,0.5652173913043478
"('Humor, Joke or Just for Fun', 'French')",58,41,1.4146341463414633
"('German', 'Hearthfire')",57,12,4.75
"('Body models', 'NPC Vendors')",31,33,0.9393939393939394
"('For male characters', 'NPCs')",180,115,1.565217391304348
"('Lore-Friendly', 'Clothing - Male')",322,47,6.851063829787234
"('Audio - Music', 'Italian')",26,29,0.896551724137931
"('Sexy/Skimpy', 'Creatures')",103,46,2.239130434782609
"('Performance Optimization', 'NPC Vendors')",33,33,1.0
"('Faction: Dark Brotherhood', 'Sexy/Skimpy')",5,103,0.04854368932038835
"('English', 'Non-Playable Resource')",459,18,25.5
"('NPC Vendors', 'Hearthfire')",33,12,2.75
"('New textures', 'Dawnguard')",340,33,10.303030303030303
"('Related to Movies/TV/Other Games', 'Environment - Water')",64,10,6.4
"('Books', 'Items - Apparatus')",38,22,1.7272727272727273
"('Tutorials for Modders', 'Utilities for Players')",12,63,0.19047619047619047
"('Hair', 'New Lands')",13,18,0.7222222222222222
"('Environment - Other', 'Tutorials for Players')",62,18,3.4444444444444446
"('Races - Modified', 'Magic - Potions')",31,14,2.2142857142857144
"('Unrealistic', 'Books')",57,38,1.5
"('Not Lore-Friendly', 'Locations - Player-Owned')",76,51,1.4901960784313726
"('For male characters', 'Leveled Lists')",180,21,8.571428571428571
"('Birthsigns', 'User Interface')",3,39,0.07692307692307693
"('Plants / Foliage', 'Tutorials for Players')",15,18,0.8333333333333334
"('Lore-Friendly', 'Tutorials for Modders')",322,12,26.833333333333332
