Tag_Tuple,Tag1_Count,Tag2_Count,P(Tag1),P(Tag2),P(Tag1 AND Tag2),P(Tag1 OR Tag2)
"('Companion - Dog', 'Companion - Loghain')",21,21,0.002874,0.002874,0.000411,0.005749
"('Gameplay Effects/Changes', 'Locations - World Map')",257,18,0.035177,0.002464,0.000274,0.03764
"('Italian', 'Locations - Buildings')",21,27,0.002874,0.003696,0.000274,0.00657
"('Classes component', 'Magic - Potions')",31,9,0.004243,0.001232,0.000137,0.005475
"('Audio - Voices', 'Singleplayer Campaign')",19,183,0.002601,0.025048,0.001369,0.027649
"('Audio - Sound FX', 'Weapons')",23,227,0.003148,0.03107,0.000821,0.034218
"('Chargen', 'Companion - Alistair')",136,102,0.018615,0.013961,0.000684,0.032576
"('Gameplay Effects/Changes', 'Quests')",257,59,0.035177,0.008076,0.001232,0.043252
"('Companion - Shale', 'Body models')",10,30,0.001369,0.004106,0.000411,0.005475
"('Companion - Zevran', 'Races - New')",82,6,0.011224,0.000821,0.000137,0.012045
"('Classes component', 'New textures')",31,290,0.004243,0.039693,0.000274,0.043936
"('Companions', 'Gameplay Effects/Changes')",259,257,0.03545,0.035177,0.004654,0.070627
"('Face models', 'Utilities for Players')",417,77,0.057076,0.010539,0.001369,0.067616
"('Chargen', 'New Lands')",136,22,0.018615,0.003011,0.000137,0.021626
"('Items - Ingredients', 'Weapons')",7,227,0.000958,0.03107,0.000411,0.032028
"('Clothing', 'NPC Vendors')",109,43,0.014919,0.005886,0.001232,0.020805
"('Locations - Buildings', 'Non-Playable Resource')",27,21,0.003696,0.002874,0.000137,0.00657
"('Skills', 'Items - Ingredients')",54,7,0.007391,0.000958,0.000137,0.008349
"('For DAA', 'Unrealistic')",49,6,0.006707,0.000821,0.000137,0.007528
"('Russian', 'Magic - Enchantments')",32,19,0.00438,0.002601,0.000137,0.006981
"('For DAO', 'Classes component')",213,31,0.029154,0.004243,0.000547,0.033397
"('Books', 'Locations - Caverns')",16,6,0.00219,0.000821,0.000411,0.003011
"('Face models', 'NPCs')",417,150,0.057076,0.020531,0.010813,0.077607
"('Companion - Wynne', 'Utilities for Players')",46,77,0.006296,0.010539,0.000274,0.016835
"('Companion - Oghren', 'English')",32,509,0.00438,0.069669,0.002053,0.074049
"('Cheating', 'User Interface')",106,38,0.014509,0.005201,0.000821,0.01971
"('Clothing', 'Weapons')",109,227,0.014919,0.03107,0.00438,0.04599
"('Official', 'Other languages')",3,5,0.000411,0.000684,0.000411,0.001095
"('Humor, Joke or Just for Fun', 'Locations - Caverns')",16,6,0.00219,0.000821,0.000137,0.003011
"('Lore-Friendly', 'Books')",295,16,0.040378,0.00219,0.001095,0.042568
"('For DA2', 'Saved games')",7,85,0.000958,0.011634,0.000274,0.012592
"('Face models', 'Clothing')",417,109,0.057076,0.014919,0.001232,0.071996
"('For DAO', 'Companion - Leliana')",213,117,0.029154,0.016014,0.002601,0.045168
"('Replacer', ""Modder's Resource"")",401,84,0.054886,0.011497,0.00219,0.066384
"('For male characters', 'Clothing - Female')",234,31,0.032028,0.004243,0.001916,0.036272
"('New textures', 'Locations - Dungeons')",290,13,0.039693,0.001779,0.000547,0.041473
"('English', 'Utilities for Players')",509,77,0.069669,0.010539,0.004243,0.080208
"('Companion - Sigrun', 'Companion - New - Female')",11,34,0.001506,0.004654,0.000137,0.006159
"('Classes component', 'Spanish')",31,26,0.004243,0.003559,0.000274,0.007802
"('Gameplay Effects/Changes', 'Companion - Velanna')",257,13,0.035177,0.001779,0.000137,0.036956
"('Environment - Other', 'Armor - Shields')",18,79,0.002464,0.010813,0.000547,0.013277
"('Companion - Shale', 'Video')",10,44,0.001369,0.006022,0.000137,0.007391
"('Anime', 'Not Lore-Friendly')",6,24,0.000821,0.003285,0.000411,0.004106
"('Companion - Dog', 'Face models')",21,417,0.002874,0.057076,0.000411,0.059951
"('Fair and balanced', 'Magic - Potions')",44,9,0.006022,0.001232,0.000137,0.007254
"('Replacer', 'French')",401,21,0.054886,0.002874,0.001095,0.057761
"('Companion - Nathaniel', 'Companion - Oghren')",11,32,0.001506,0.00438,0.000547,0.005886
"('Unbalanced', 'Clothing - Female')",6,31,0.000821,0.004243,0.000411,0.005064
"('New textures', 'Tutorials for Players')",290,12,0.039693,0.001642,0.000137,0.041336
"('Animation - Modified', 'Utilities for Modders')",37,36,0.005064,0.004927,0.000274,0.009992
"('Gameplay Effects/Changes', 'Items - Clutter')",257,20,0.035177,0.002737,0.000547,0.037914
"('Companion - Morrigan', 'Japanese')",102,15,0.013961,0.002053,0.000137,0.016014
"('Classes component', 'Scripted Events')",31,76,0.004243,0.010402,0.001232,0.014645
"('Companion - Wynne', 'Singleplayer Campaign')",46,183,0.006296,0.025048,0.001095,0.031344
"('Armor - Shields', 'Magic - Enchantments')",79,19,0.010813,0.002601,0.000821,0.013414
"('Hair', 'Magic - Enchantments')",83,19,0.011361,0.002601,0.000137,0.013961
"('English', 'Utilities for Modders')",509,36,0.069669,0.004927,0.002464,0.074596
"('For female characters', 'New Lands')",271,22,0.037093,0.003011,0.000274,0.040104
"('Books', 'NPCs')",16,150,0.00219,0.020531,0.000684,0.022721
"('Not Lore-Friendly', ""Modder's Resource"")",24,84,0.003285,0.011497,0.000411,0.014782
"('Scripted Events', 'French')",76,21,0.010402,0.002874,0.000274,0.013277
"('Books', 'Magic - Potions')",16,9,0.00219,0.001232,0.000274,0.003422
"('For male characters', 'German')",234,44,0.032028,0.006022,0.001506,0.038051
"('Compilation', 'Scripted Events')",6,76,0.000821,0.010402,0.000137,0.011224
"('Companion - Velanna', 'NPC Vendors')",13,43,0.001779,0.005886,0.000411,0.007665
"('Gameplay Effects/Changes', 'Lore-Friendly')",257,295,0.035177,0.040378,0.007802,0.075554
"('New textures', 'English')",290,509,0.039693,0.069669,0.012319,0.109362
"('Companion - Morrigan', 'Hair')",102,83,0.013961,0.011361,0.001642,0.025322
"('Companion - Anders', 'Companion - Leliana')",14,117,0.001916,0.016014,0.000547,0.01793
"('For DAO', 'Companion - Nathaniel')",213,11,0.029154,0.001506,0.000137,0.03066
"('Environment - Sky', 'Lighting')",3,4,0.000411,0.000547,0.000137,0.000958
"('Gameplay Effects/Changes', 'Tutorials for Players')",257,12,0.035177,0.001642,0.000547,0.036819
"('Classes component', 'Clothing - Female')",31,31,0.004243,0.004243,0.000137,0.008486
"('French', 'Spanish')",21,26,0.002874,0.003559,0.002464,0.006433
"('Chargen', 'Companion - Leliana')",136,117,0.018615,0.016014,0.000821,0.034629
"('Lore-Friendly', 'English')",295,509,0.040378,0.069669,0.018889,0.110047
"('For DA2', 'NPCs')",7,150,0.000958,0.020531,0.000274,0.021489
"('Chargen', 'Saved games')",136,85,0.018615,0.011634,0.000684,0.030249
"('Companion - Mhairi', 'Companion - Sigrun')",7,11,0.000958,0.001506,0.000547,0.002464
"('Sexy/Skimpy', 'Clothing - Female')",11,31,0.001506,0.004243,0.000137,0.005749
"('For male characters', 'Hair')",234,83,0.032028,0.011361,0.001506,0.043389
"('Companion Friendly', 'Czech')",61,5,0.008349,0.000684,0.000274,0.009034
"('Official', 'NPCs')",3,150,0.000411,0.020531,0.000137,0.020942
"('Companion - Dog', 'Companion - Wynne')",21,46,0.002874,0.006296,0.000684,0.009171
"('Companion - Wynne', 'Locations - Buildings')",46,27,0.006296,0.003696,0.000137,0.009992
"('Audio - Voices', 'Books')",19,16,0.002601,0.00219,0.000684,0.004791
"('Chargen', 'Video')",136,44,0.018615,0.006022,0.000411,0.024637
"('Quests', 'Video')",59,44,0.008076,0.006022,0.000958,0.014098
"('For male characters', 'Companion - Shale')",234,10,0.032028,0.001369,0.000274,0.033397
"('Gameplay Effects/Changes', 'New models')",257,123,0.035177,0.016835,0.001506,0.052012
"('Lore-Friendly', 'Clothing - Female')",295,31,0.040378,0.004243,0.001916,0.044621
"('Clothing', 'Magic - Potions')",109,9,0.014919,0.001232,0.000137,0.016151
"('For DAA', 'Companion - Dog')",49,21,0.006707,0.002874,0.000274,0.009581
"('For DAA', 'Skills')",49,54,0.006707,0.007391,0.000411,0.014098
"('Companion - Shale', 'NPC Vendors')",10,43,0.001369,0.005886,0.000137,0.007254
"('Spanish', 'Non-Playable Resource')",26,21,0.003559,0.002874,0.000137,0.006433
"('NPC Vendors', 'Plants / Foliage')",43,3,0.005886,0.000411,0.000274,0.006296
"('Companions', 'Weapons')",259,227,0.03545,0.03107,0.001506,0.066521
"('Companion - New - Male', 'Sexy/Skimpy')",35,11,0.004791,0.001506,0.000137,0.006296
"('For DAO', 'Companion - Anders')",213,14,0.029154,0.001916,0.000274,0.03107
"('New textures', 'NPCs')",290,150,0.039693,0.020531,0.003832,0.060224
"('For DAA', 'Spanish')",49,26,0.006707,0.003559,0.000137,0.010266
"('Companions', 'Companion - Wynne')",259,46,0.03545,0.006296,0.004106,0.041747
"('Companions', 'French')",259,21,0.03545,0.002874,0.000411,0.038325
"('Companion - Shale', 'Books')",10,16,0.001369,0.00219,0.000137,0.003559
"('Face models', 'Not Lore-Friendly')",417,24,0.057076,0.003285,0.001369,0.060361
"('For DAO', ""Modder's Resource"")",213,84,0.029154,0.011497,0.001779,0.040652
"('Nudity', 'Sexy/Skimpy')",9,11,0.001232,0.001506,0.000274,0.002737
"('Official', 'Japanese')",3,15,0.000411,0.002053,0.000411,0.002464
"('Companion - Leliana', 'French')",117,21,0.016014,0.002874,0.000137,0.018889
"('Companion - Leliana', 'Items - Clutter')",117,20,0.016014,0.002737,0.000137,0.018752
"('Companion - Isabela', 'For DA2')",3,7,0.000411,0.000958,0.000137,0.001369
"('Audio - Sound FX', 'French')",23,21,0.003148,0.002874,0.000137,0.006022
"('Companion - Justice', 'Armor - Shields')",12,79,0.001642,0.010813,0.000274,0.012456
"('For female characters', 'Audio - Sound FX')",271,23,0.037093,0.003148,0.000547,0.040241
"('Companion - Mhairi', 'Japanese')",7,15,0.000958,0.002053,0.000137,0.003011
"('For DAO', 'Other languages')",213,5,0.029154,0.000684,0.000547,0.029838
"('German', 'Magic - Spells')",44,62,0.006022,0.008486,0.000137,0.014509
"('Creatures', ""Modder's Resource"")",41,84,0.005612,0.011497,0.000274,0.017109
"('For DA2', 'Fair and balanced')",7,44,0.000958,0.006022,0.000137,0.006981
"('Audio - Sound FX', 'Lighting')",23,4,0.003148,0.000547,0.000137,0.003696
"('Companion Friendly', 'Lore-Friendly')",61,295,0.008349,0.040378,0.004106,0.048727
"('Companion - Nathaniel', 'Nudity')",11,9,0.001506,0.001232,0.000137,0.002737
"('Companion - Shale', 'Singleplayer Campaign')",10,183,0.001369,0.025048,0.000137,0.026417
"('Companion - Wynne', 'Magic - Spells')",46,62,0.006296,0.008486,0.000137,0.014782
"('Companion - Mhairi', 'Spanish')",7,26,0.000958,0.003559,0.000137,0.004517
"('Gameplay Effects/Changes', 'Not Lore-Friendly')",257,24,0.035177,0.003285,0.000274,0.038462
"('For DAA', 'Races - Modified')",49,17,0.006707,0.002327,0.000137,0.009034
"('Companion - Leliana', 'Companion - New - Female')",117,34,0.016014,0.004654,0.001506,0.020668
"('New models', 'Locations - Caverns')",123,6,0.016835,0.000821,0.000274,0.017657
"('Anime', 'Translation')",6,6,0.000821,0.000821,0.000274,0.001642
"('Singleplayer Campaign', 'Not Lore-Friendly')",183,24,0.025048,0.003285,0.000137,0.028333
"('Clothing - Female', 'Items - Apparatus')",31,15,0.004243,0.002053,0.000274,0.006296
"('Face models', 'Sexy/Skimpy')",417,11,0.057076,0.001506,0.000137,0.058582
"('Companion - New - Male', 'English')",35,509,0.004791,0.069669,0.002464,0.074459
"('New Lands', 'Humor, Joke or Just for Fun')",22,16,0.003011,0.00219,0.000137,0.005201
"('Companion - Oghren', 'Russian')",32,32,0.00438,0.00438,0.000137,0.00876
"('Companion - Loghain', 'Audio - Sound FX')",21,23,0.002874,0.003148,0.000137,0.006022
"('Singleplayer Campaign', 'Clothing - Female')",183,31,0.025048,0.004243,0.000684,0.029291
"('Companion - Justice', 'Companion - Zevran')",12,82,0.001642,0.011224,0.000547,0.012866
"('Companion - Shale', 'Skills')",10,54,0.001369,0.007391,0.000137,0.00876
"('Skills', ""Modder's Resource"")",54,84,0.007391,0.011497,0.000274,0.018889
"('Companion - Zevran', 'Clothing - Female')",82,31,0.011224,0.004243,0.000411,0.015467
"('Magic - Spells', ""Modder's Resource"")",62,84,0.008486,0.011497,0.001232,0.019984
"('Items - Apparatus', 'Items - Furniture')",15,14,0.002053,0.001916,0.000684,0.003969
"('Replacer', 'Environment - Weather')",401,1,0.054886,0.000137,0.000137,0.055023
"('French', 'Weapons')",21,227,0.002874,0.03107,0.000411,0.033945
"('Fair and balanced', 'Spanish')",44,26,0.006022,0.003559,0.000411,0.009581
"('Face models', 'Items - Furniture')",417,14,0.057076,0.001916,0.000274,0.058993
"('Companions', 'Companion - Leliana')",259,117,0.03545,0.016014,0.008623,0.051465
"('Companion - New - Female', 'Quests')",34,59,0.004654,0.008076,0.000684,0.012729
"('Companion - Alistair', 'Clothing')",102,109,0.013961,0.014919,0.000821,0.02888
"('Environment - Other', ""Modder's Resource"")",18,84,0.002464,0.011497,0.000411,0.013961
"('For male characters', 'Environment - Sky')",234,3,0.032028,0.000411,0.000137,0.032439
"('Lore-Friendly', 'Creatures')",295,41,0.040378,0.005612,0.001779,0.04599
"('Cheating', 'Companion - Alistair')",106,102,0.014509,0.013961,0.000547,0.02847
"('Humor, Joke or Just for Fun', 'Clothing')",16,109,0.00219,0.014919,0.000137,0.017109
"('Companions', 'Environment - Other')",259,18,0.03545,0.002464,0.000821,0.037914
"('Companion - New - Female', 'Companion - New - Male')",34,35,0.004654,0.004791,0.001916,0.009444
"('Gameplay Effects/Changes', 'Italian')",257,21,0.035177,0.002874,0.000958,0.038051
"('Fair and balanced', 'Video')",44,44,0.006022,0.006022,0.000547,0.012045
"('For male characters', 'Czech')",234,5,0.032028,0.000684,0.000274,0.032713
"('Companion - Leliana', 'Not Lore-Friendly')",117,24,0.016014,0.003285,0.000411,0.019299
"('Companion - Justice', 'Companion - New - Male')",12,35,0.001642,0.004791,0.000137,0.006433
"('Companion - Shale', 'Saved games')",10,85,0.001369,0.011634,0.000684,0.013003
"('Companion - Dog', 'Companion - New - Female')",21,34,0.002874,0.004654,0.000684,0.007528
"('Hair', 'Singleplayer Campaign')",83,183,0.011361,0.025048,0.002327,0.036408
"('For DAO', 'Tutorials for Modders')",213,12,0.029154,0.001642,0.000137,0.030797
"('Companion - Leliana', 'Clothing - Female')",117,31,0.016014,0.004243,0.000547,0.020257
"('Compilation', 'Hair')",6,83,0.000821,0.011361,0.000137,0.012182
"('For DAA', 'Translation')",49,6,0.006707,0.000821,0.000274,0.007528
"('Lore-Friendly', 'NPC Vendors')",295,43,0.040378,0.005886,0.002053,0.046263
"('Lighting', 'Weapons')",4,227,0.000547,0.03107,0.000137,0.031618
"('Companion - Mhairi', 'Companion - Sten')",7,44,0.000958,0.006022,0.000274,0.006981
"('Companion - New - Male', 'Items - Clutter')",35,20,0.004791,0.002737,0.000137,0.007528
"('Companion - Loghain', 'Clothing - Male')",21,25,0.002874,0.003422,0.000274,0.006296
"('Companion Friendly', 'Companion - Sigrun')",61,11,0.008349,0.001506,0.000137,0.009855
"('Hair', 'Utilities for Modders')",83,36,0.011361,0.004927,0.000547,0.016288
"('Audio - Sound FX', 'Russian')",23,32,0.003148,0.00438,0.000137,0.007528
"('Fair and balanced', 'New textures')",44,290,0.006022,0.039693,0.001779,0.045716
"('New models', 'German')",123,44,0.016835,0.006022,0.000411,0.022858
"('Related to Movies/TV/Other Games', 'Companion - Alistair')",59,102,0.008076,0.013961,0.000958,0.022037
"('Companion - New - Male', 'Items - Furniture')",35,14,0.004791,0.001916,0.000137,0.006707
"('Face models', 'Lore-Friendly')",417,295,0.057076,0.040378,0.011087,0.097454
"('Fair and balanced', 'Companion - Alistair')",44,102,0.006022,0.013961,0.000958,0.019984
"('For DAA', 'NPCs')",49,150,0.006707,0.020531,0.000821,0.027238
"('Lore-Friendly', 'Japanese')",295,15,0.040378,0.002053,0.000547,0.042431
"('Gameplay Effects/Changes', ""Modder's Resource"")",257,84,0.035177,0.011497,0.001779,0.046674
"('Items - Furniture', 'Magic - Spells')",14,62,0.001916,0.008486,0.000274,0.010402
"('Animation - New', 'English')",29,509,0.003969,0.069669,0.002327,0.073638
"('Chargen', 'Not Lore-Friendly')",136,24,0.018615,0.003285,0.000547,0.0219
"('Gameplay Effects/Changes', 'Companion - Loghain')",257,21,0.035177,0.002874,0.000411,0.038051
"('Companion - Mhairi', 'NPCs')",7,150,0.000958,0.020531,0.000547,0.021489
"('Companion - Mhairi', 'Other languages')",7,5,0.000958,0.000684,0.000137,0.001642
"('Related to Movies/TV/Other Games', 'NPC Vendors')",59,43,0.008076,0.005886,0.000274,0.013961
"('Companion - Loghain', 'Creatures')",21,41,0.002874,0.005612,0.000137,0.008486
"('Classes component', 'Locations - Buildings')",31,27,0.004243,0.003696,0.000137,0.007939
"('Video', 'Spanish')",44,26,0.006022,0.003559,0.000411,0.009581
"('Scripted Events', 'Weapons')",76,227,0.010402,0.03107,0.001095,0.041473
"('Audio - Sound FX', 'Books')",23,16,0.003148,0.00219,0.000684,0.005338
"('Weapons', 'User Interface')",227,38,0.03107,0.005201,0.000274,0.036272
"('Face models', 'Items - Clutter')",417,20,0.057076,0.002737,0.000137,0.059814
"('Cheating', 'Weapons')",106,227,0.014509,0.03107,0.003285,0.045579
"('Lore-Friendly', 'Unrealistic')",295,6,0.040378,0.000821,0.000137,0.041199
"('For DAO', 'Clothing - Male')",213,25,0.029154,0.003422,0.002327,0.032576
"('Cheating', 'French')",106,21,0.014509,0.002874,0.000411,0.017383
"('For DAO', 'Races - Modified')",213,17,0.029154,0.002327,0.000411,0.031481
"('Companion - Alistair', 'New models')",102,123,0.013961,0.016835,0.001369,0.030797
"('For DAO', 'Not Lore-Friendly')",213,24,0.029154,0.003285,0.00219,0.032439
"('Body models', 'Plants / Foliage')",30,3,0.004106,0.000411,0.000137,0.004517
"('German', 'Clothing')",44,109,0.006022,0.014919,0.000547,0.020942
"('Chargen', 'Magic - Spells')",136,62,0.018615,0.008486,0.000547,0.027101
"('For DA2', 'For DAA')",7,49,0.000958,0.006707,0.000274,0.007665
"('For DAA', 'Magic - Enchantments')",49,19,0.006707,0.002601,0.000411,0.009307
"('Environment - Other', 'Locations - Dungeons')",18,13,0.002464,0.001779,0.000137,0.004243
"('Environment - Sky', 'NPC Vendors')",3,43,0.000411,0.005886,0.000137,0.006296
"('Official', 'Cheating')",3,106,0.000411,0.014509,0.000274,0.014919
"('Lighting', 'New Lands')",4,22,0.000547,0.003011,0.000137,0.003559
"('English', 'Items - Clutter')",509,20,0.069669,0.002737,0.000958,0.072406
"('Video', 'Items - Clutter')",44,20,0.006022,0.002737,0.000274,0.00876
"('Italian', 'Books')",21,16,0.002874,0.00219,0.000137,0.005064
"('Singleplayer Campaign', 'Locations - World Map')",183,18,0.025048,0.002464,0.001369,0.027512
"('Singleplayer Campaign', 'Clothing')",183,109,0.025048,0.014919,0.003148,0.039967
"('Japanese', 'NPC Vendors')",15,43,0.002053,0.005886,0.000274,0.007939
"('English', 'Other languages')",509,5,0.069669,0.000684,0.000684,0.070353
"('Companion - Zevran', 'Utilities for Players')",82,77,0.011224,0.010539,0.000274,0.021763
"('For female characters', 'Clothing')",271,109,0.037093,0.014919,0.009034,0.052012
"('French', 'Locations - Buildings')",21,27,0.002874,0.003696,0.000137,0.00657
"('Companion - Morrigan', 'Items - Ingredients')",102,7,0.013961,0.000958,0.000137,0.014919
"('Animation - New', 'Video')",29,44,0.003969,0.006022,0.001506,0.009992
"('Replacer', 'Companion - Justice')",401,12,0.054886,0.001642,0.000958,0.056529
"('Companion - Morrigan', 'Clothing - Male')",102,25,0.013961,0.003422,0.000411,0.017383
"('Gameplay Effects/Changes', 'Animation - New')",257,29,0.035177,0.003969,0.001779,0.039146
"('German', ""Modder's Resource"")",44,84,0.006022,0.011497,0.000821,0.01752
"('Chargen', 'Companion - Velanna')",136,13,0.018615,0.001779,0.000137,0.020394
"('For female characters', 'For male characters')",271,234,0.037093,0.032028,0.023953,0.069121
"('For male characters', 'Tutorials for Modders')",234,12,0.032028,0.001642,0.000137,0.033671
"('NPC Vendors', 'Tutorials for Modders')",43,12,0.005886,0.001642,0.000137,0.007528
"('Nudity', 'Saved games')",9,85,0.001232,0.011634,0.000137,0.012866
"('For female characters', 'Locations - Dungeons')",271,13,0.037093,0.001779,0.000274,0.038872
"('For female characters', 'Lighting')",271,4,0.037093,0.000547,0.000137,0.03764
"('For DAO', 'Magic - Spells')",213,62,0.029154,0.008486,0.000411,0.03764
"('For DAA', 'Companion - Morrigan')",49,102,0.006707,0.013961,0.000684,0.020668
"('Environment - Other', 'Lighting')",18,4,0.002464,0.000547,0.000274,0.003011
"('For female characters', 'Companion - Justice')",271,12,0.037093,0.001642,0.000411,0.038735
"('Companion - Alistair', 'Weapons')",102,227,0.013961,0.03107,0.000958,0.045031
"('For female characters', 'Classes component')",271,31,0.037093,0.004243,0.000137,0.041336
"('Companion - Wynne', 'Items - Apparatus')",46,15,0.006296,0.002053,0.000137,0.008349
"('Face models', 'Locations - World Map')",417,18,0.057076,0.002464,0.000137,0.05954
"('Companion - Sten', 'German')",44,44,0.006022,0.006022,0.000137,0.012045
"('Items - Furniture', 'Magic - Enchantments')",14,19,0.001916,0.002601,0.000137,0.004517
"('Companion Friendly', 'Books')",61,16,0.008349,0.00219,0.000137,0.010539
"('Performance Optimization', 'Items - Apparatus')",1,15,0.000137,0.002053,0.000137,0.00219
"('Skills', 'English')",54,509,0.007391,0.069669,0.004791,0.07706
"('Cheating', 'Creatures')",106,41,0.014509,0.005612,0.000411,0.02012
"('Companion - Nathaniel', 'Armor - Shields')",11,79,0.001506,0.010813,0.000274,0.012319
"('Audio - Voices', 'Classes component')",19,31,0.002601,0.004243,0.000411,0.006844
"('Locations - Buildings', 'Locations - World Map')",27,18,0.003696,0.002464,0.001095,0.006159
"('Japanese', 'Utilities for Modders')",15,36,0.002053,0.004927,0.000274,0.006981
"('New models', 'Clothing')",123,109,0.016835,0.014919,0.002737,0.031755
"('Companion Friendly', 'Cheating')",61,106,0.008349,0.014509,0.000274,0.022858
"('Environment - Weather', 'Singleplayer Campaign')",1,183,0.000137,0.025048,0.000137,0.025185
"('Audio - Music', 'Magic - Enchantments')",11,19,0.001506,0.002601,0.000137,0.004106
"('For DAA', 'Unbalanced')",49,6,0.006707,0.000821,0.000411,0.007528
"('Companions', 'Items - Apparatus')",259,15,0.03545,0.002053,0.000137,0.037503
"('Animation - Modified', 'Environment - Sky')",37,3,0.005064,0.000411,0.000137,0.005475
"('Companions', 'Companion - Nathaniel')",259,11,0.03545,0.001506,0.000821,0.036956
"('Companion - Morrigan', 'Audio - Sound FX')",102,23,0.013961,0.003148,0.000411,0.017109
"('Scripted Events', 'Clothing - Male')",76,25,0.010402,0.003422,0.000137,0.013824
"('Companions', 'For DAA')",259,49,0.03545,0.006707,0.002327,0.042157
"('Audio - Sound FX', 'Magic - Spells')",23,62,0.003148,0.008486,0.000684,0.011634
"('Saved games', 'French')",85,21,0.011634,0.002874,0.000274,0.014509
"('Companion - Isabela', 'Lore-Friendly')",3,295,0.000411,0.040378,0.000411,0.040788
"('Quests', 'Weapons')",59,227,0.008076,0.03107,0.001369,0.039146
"('Audio - Sound FX', 'German')",23,44,0.003148,0.006022,0.000274,0.009171
"('Compilation', 'Related to Movies/TV/Other Games')",6,59,0.000821,0.008076,0.000274,0.008897
"('Humor, Joke or Just for Fun', 'German')",16,44,0.00219,0.006022,0.000137,0.008212
"('Companion - Loghain', 'New Lands')",21,22,0.002874,0.003011,0.000137,0.005886
"('For DAO', 'New models')",213,123,0.029154,0.016835,0.001779,0.04599
"('Companion - Shale', 'Polish')",10,26,0.001369,0.003559,0.000274,0.004927
"('Humor, Joke or Just for Fun', 'Magic - Spells')",16,62,0.00219,0.008486,0.000137,0.010676
"('For male characters', 'Not Lore-Friendly')",234,24,0.032028,0.003285,0.001369,0.035313
"('Cheating', 'Italian')",106,21,0.014509,0.002874,0.000547,0.017383
"('Audio - Music', 'Utilities for Modders')",11,36,0.001506,0.004927,0.000137,0.006433
"('Companion - Anders (DA2)', 'For DA2')",2,7,0.000274,0.000958,0.000137,0.001232
"('Official', 'Books')",3,16,0.000411,0.00219,0.000137,0.002601
"('Replacer', 'Unbalanced')",401,6,0.054886,0.000821,0.000274,0.055708
"('Companion - New - Female', 'Lore-Friendly')",34,295,0.004654,0.040378,0.001506,0.045031
"('Japanese', 'Magic - Enchantments')",15,19,0.002053,0.002601,0.000137,0.004654
"('For female characters', 'Unbalanced')",271,6,0.037093,0.000821,0.000411,0.037914
"('Environment - Other', 'Magic - Spells')",18,62,0.002464,0.008486,0.000137,0.01095
"('Audio - Music', 'Skills')",11,54,0.001506,0.007391,0.000411,0.008897
"('Companion - New - Female', 'Items - Furniture')",34,14,0.004654,0.001916,0.000137,0.00657
"('Companion - Loghain', 'Clothing')",21,109,0.002874,0.014919,0.000411,0.017794
"('Companion - New - Male', 'Companion - Oghren')",35,32,0.004791,0.00438,0.000684,0.009171
"('Creatures', 'Magic - Enchantments')",41,19,0.005612,0.002601,0.000411,0.008212
"('Skills', 'French')",54,21,0.007391,0.002874,0.000547,0.010266
"('For female characters', 'Humor, Joke or Just for Fun')",271,16,0.037093,0.00219,0.000137,0.039283
"('For male characters', 'Other languages')",234,5,0.032028,0.000684,0.000274,0.032713
"('Scripted Events', 'Clothing - Female')",76,31,0.010402,0.004243,0.000137,0.014645
"('Unbalanced', 'Sexy/Skimpy')",6,11,0.000821,0.001506,0.000137,0.002327
"('NPC Vendors', 'User Interface')",43,38,0.005886,0.005201,0.000137,0.011087
"('Environment - Other', 'Plants / Foliage')",18,3,0.002464,0.000411,0.000137,0.002874
"('Items - Clutter', 'Locations - Buildings')",20,27,0.002737,0.003696,0.000821,0.006433
"('Replacer', 'English')",401,509,0.054886,0.069669,0.013687,0.124555
"('For DAO', 'Magic - Enchantments')",213,19,0.029154,0.002601,0.000547,0.031755
"('Companion - Loghain', 'Items - Furniture')",21,14,0.002874,0.001916,0.000137,0.004791
"('Companion - Justice', 'Video')",12,44,0.001642,0.006022,0.000137,0.007665
"('Items - Furniture', 'Locations - Buildings')",14,27,0.001916,0.003696,0.000821,0.005612
"('Clothing', 'Creatures')",109,41,0.014919,0.005612,0.000821,0.020531
"('Official', 'Singleplayer Campaign')",3,183,0.000411,0.025048,0.000274,0.025459
"('Translation', 'Clothing')",6,109,0.000821,0.014919,0.000274,0.01574
"('Video', 'Magic - Potions')",44,9,0.006022,0.001232,0.000274,0.007254
"('Animation - Modified', 'Creatures')",37,41,0.005064,0.005612,0.000274,0.010676
"('Companion - Loghain', 'Animation - New')",21,29,0.002874,0.003969,0.000137,0.006844
"('For DA2', 'User Interface')",7,38,0.000958,0.005201,0.000137,0.006159
"('Nudity', 'Creatures')",9,41,0.001232,0.005612,0.000137,0.006844
"('French', 'Creatures')",21,41,0.002874,0.005612,0.000274,0.008486
"('Companion - Dog', 'Companion - Zevran')",21,82,0.002874,0.011224,0.001095,0.014098
"('Audio - Sound FX', 'Singleplayer Campaign')",23,183,0.003148,0.025048,0.001232,0.028196
"('For male characters', 'Japanese')",234,15,0.032028,0.002053,0.000684,0.034082
"('Audio - Music', 'Locations - Dungeons')",11,13,0.001506,0.001779,0.000137,0.003285
"('Chargen', 'Compilation')",136,6,0.018615,0.000821,0.000137,0.019436
"('Companion Friendly', 'Companion - Nathaniel')",61,11,0.008349,0.001506,0.000137,0.009855
"('Scripted Events', 'Locations - Dungeons')",76,13,0.010402,0.001779,0.000684,0.012182
